Gene	AS_event_ID	AS_structure_ID	sub_junction_ID	sub-junction_dispersion_estimate	LRT_statistic-full_vs_reduced	LRT_p_value-full_vs_reduced	BH_adjusted_p-values	control	KD	fitting_parameter_log2fold_change_KD_control	sub_junction_chr	sub_junction_start_coor	sub_junction_end_coor	sub_junction_size	sub_junction_strand	raw_count.Control1	raw_count.Control2	raw_count.Control3	raw_count.U2af381	raw_count.U2af382	raw_count.U2af383	percentage_usage.Control1	percentage_usage.Control2	percentage_usage.Control3	percentage_usage.U2af381	percentage_usage.U2af382	percentage_usage.U2af383	deltaPSI
ND-20L	chr3R_+_29515785_29515833_29515842	5_Junction_211517_Junction_211518	J002	0.0131079395825624	17.0966136603421	3.55255918309739e-05	0.000104998104941772	1.5814025148771	1.39844531593398	-0.628265373097171	chr3R	29515785	29515842	58	+	24	25	26	44	25	43	80.00%	89.29%	78.79%	50.57%	51.02%	65.15%	0.271133333333333
alph	chr3R_+_29604581_29604678_29617053_29618385	5_Junction_211643_Junction_211644_Junction_211646	J001	0.00615727605149239	71.099036676096	3.39735915223939e-17	3.29674957441482e-16	0.000137412566595636	1.40800588595703	16.2454929138315	chr3R	29604581	29604678	98	+	0	0	0	16	20	20	0.00%	0.00%	0.00%	47.06%	48.78%	51.28%	-0.4904
alph	chr3R_+_29604581_29604678_29617053_29618385	5_Junction_211643_Junction_211644_Junction_211646	J002	0.00492966284705553	102.905837696619	3.51462455916403e-24	5.10940197065585e-23	1.31427438327225	1.27874887888611	-0.124294845984665	chr3R	29604581	29617053	12473	+	23	23	36	12	15	14	100.00%	100.00%	100.00%	35.29%	36.59%	35.90%	0.640733333333333
alph	chr3R_+_29604581_29604678_29617053_29618385	5_Junction_211643_Junction_211644_Junction_211646	J003	0.0124523112774486	17.650573627173	2.65435207932696e-05	7.98734252943299e-05	0.000137401777691216	0.927610695819321	14.5259099966809	chr3R	29604581	29618385	13805	+	0	0	0	6	6	5	0.00%	0.00%	0.00%	17.65%	14.63%	12.82%	-0.150333333333333
CG15506	chr3R_+_29721432_29721641_29721671	5_Junction_211785_Junction_211786	J001	0.00511763900519577	150.865114705013	1.12168200571683e-34	2.55977531449789e-33	1.8016204428492	1.78748213957697	-0.0477325223277916	chr3R	29721432	29721641	210	+	74	85	99	45	45	48	100.00%	100.00%	100.00%	65.22%	54.22%	59.26%	0.404333333333333
CG15506	chr3R_+_29721432_29721641_29721671	5_Junction_211785_Junction_211786	J002	0.00704222437211371	145.963931475422	1.32198415461467e-33	2.8971865976684e-32	0.000190763153167552	1.62773098753006	16.5251595965941	chr3R	29721432	29721671	240	+	0	0	0	24	38	33	0.00%	0.00%	0.00%	34.78%	45.78%	40.74%	-0.404333333333333
Prtl99C	chr3R_+_29836832_29836887_29836911	5_Junction_212167_Junction_212168	J001	0.00125789433870193	362.531660223736	7.91275133685255e-81	5.25547751743488e-79	3.31478586642296	3.15056069313279	-0.545865583034338	chr3R	29836832	29836887	56	+	2788	2378	3556	996	1166	1026	89.19%	88.14%	88.97%	71.55%	69.20%	72.56%	0.176633333333333
Prtl99C	chr3R_+_29836832_29836887_29836911	5_Junction_212167_Junction_212168	J002	0.00129213846250983	358.128080633356	7.19766996269054e-80	4.7235204382677e-78	2.41776502882704	2.76188103386969	1.146154016301	chr3R	29836832	29836911	80	+	338	320	441	396	519	388	10.81%	11.86%	11.03%	28.45%	30.80%	27.44%	-0.176633333333333
RpS8	chr3R_+_29863196_29863379_29863413	5_Junction_212306_Junction_212307	J001	0.082804610856148	9.75815729131526	0.00178528767260223	0.00410911716448937	0.00060666456948353	0.69755520532421	11.4766738622426	chr3R	29863196	29863379	184	+	0	0	0	3	6	10	0.00%	0.00%	0.00%	0.03%	0.05%	0.12%	-0.000666666666666667
RpS8	chr3R_+_29863196_29863379_29863413	5_Junction_212306_Junction_212307	J002	0.0633298752053131	10.2849626098268	0.0013411873761325	0.00314617263972683	3.78855002616612	3.77228323044675	-0.0540460870553439	chr3R	29863196	29863413	218	+	4119	3253	4904	8648	11326	8394	100.00%	100.00%	100.00%	99.97%	99.95%	99.88%	0.000666666666666593
Vps13B	chr3R_+_29938862_29938918_29938921_29938924	5_Junction_212564_Junction_212565_Junction_212566	J001	0.00687043942288995	10.0518618773655	0.0015219404626951	0.00353947856418428	2.96465881542427	2.9333110245141	-0.104252379664747	chr3R	29938862	29938918	57	+	1585	1187	2107	491	500	559	97.84%	98.51%	97.46%	96.27%	95.42%	96.71%	0.0180333333333335
Vps13B	chr3R_+_29938862_29938918_29938921_29938924	5_Junction_212564_Junction_212565_Junction_212566	J002	0.00362038273110514	0.872159778306951	0.350358083878744	0.474700529520112	1.21518934202409	1.27026116703169	0.194049514883783	chr3R	29938862	29938921	60	+	25	15	41	9	9	14	1.54%	1.24%	1.90%	1.76%	1.72%	2.42%	-0.00406666666666667
Vps13B	chr3R_+_29938862_29938918_29938921_29938924	5_Junction_212564_Junction_212565_Junction_212566	J003	0.0598311975332688	10.4223751680923	0.00124497675243255	0.00293598210022271	0.782876771222216	1.24131817385696	1.69758871977564	chr3R	29938862	29938924	63	+	10	3	14	10	15	5	0.62%	0.25%	0.65%	1.96%	2.86%	0.87%	-0.0139
Vps13B	chr3R_+_29940556_29940614_29940657	5_Junction_212578_Junction_212580	J001	0.00237787647919559	148.576223813812	3.54954686680145e-34	7.94574202710191e-33	2.82297989439586	2.82077309684156	-0.00734188729264673	chr3R	29940556	29940614	59	+	1142	987	1715	350	362	383	100.00%	100.00%	100.00%	95.37%	95.26%	95.75%	0.0454000000000001
Vps13B	chr3R_+_29940556_29940614_29940657	5_Junction_212578_Junction_212580	J002	0.00469300978668013	143.938503175694	3.66468127598437e-33	7.89822178468556e-32	0.000190289303081288	1.50969983854437	16.1257429180363	chr3R	29940556	29940657	102	+	0	0	0	17	18	17	0.00%	0.00%	0.00%	4.63%	4.74%	4.25%	-0.0454
Vps13B	chr3R_+_29944496_29944551_29944577	5_Junction_212600_Junction_212601	J001	0.0440261745192016	91.8920903537222	9.15341471737078e-22	1.17036743509334e-20	2.88462100096691	2.85704764371835	-0.0917202206216636	chr3R	29944496	29944551	56	+	1193	998	1696	385	484	492	100.00%	100.00%	100.00%	95.30%	94.53%	97.62%	0.0418333333333334
Vps13B	chr3R_+_29944496_29944551_29944577	5_Junction_212600_Junction_212601	J002	0.0522403746248528	85.8913677921035	1.90096796233294e-20	2.25095249597086e-19	0.000232025456843117	1.50454767113607	15.82192030376	chr3R	29944496	29944577	82	+	0	0	0	19	28	12	0.00%	0.00%	0.00%	4.70%	5.47%	2.38%	-0.0418333333333333
CG15160	chr2L_+_18593170_18593276_18593288	5_Junction_21266_Junction_21267	J001	0.00624265836181835	11.3925617755034	0.000737387700079677	0.00180306340883638	1.83339925390716	1.89713912797517	0.214669508167964	chr2L	18593170	18593276	107	+	63	47	71	83	100	92	79.75%	82.46%	83.53%	87.37%	92.59%	96.84%	-0.103533333333333
CG15160	chr2L_+_18593170_18593276_18593288	5_Junction_21266_Junction_21267	J002	0.00944444881308602	10.8319653367308	0.000997626893419688	0.00239065499539697	1.20015318734666	0.876233226425408	-1.18789948461248	chr2L	18593170	18593288	119	+	16	10	14	12	8	3	20.25%	17.54%	16.47%	12.63%	7.41%	3.16%	0.103533333333333
CG15530	chr3R_+_30179512_30179576_30179591	5_Junction_213380_Junction_213381	J001	0.0037481754788583	57.5157790708908	3.35278753108724e-14	2.60714857782077e-13	3.16872813599128	3.1674195408169	-0.00435001311813821	chr3R	30179512	30179576	65	+	2583	2369	3528	786	882	768	100.00%	100.00%	100.00%	99.37%	98.88%	99.35%	0.00800000000000001
CG15530	chr3R_+_30179512_30179576_30179591	5_Junction_213380_Junction_213381	J002	0.0120662563338006	54.9241480072231	1.25272352480367e-13	9.28887935899823e-13	0.000153742685333775	1.11552442522353	15.054336299331	chr3R	30179512	30179591	80	+	0	0	0	5	10	5	0.00%	0.00%	0.00%	0.63%	1.12%	0.65%	-0.008
CG15530	chr3R_+_30179699_30179748_30179763_30179768	5_Junction_213384_Junction_213385_Junction_213386	J001	0.00028956710793565	8.20914529666089	0.00416797792162049	0.00902686457723956	2.91547534423605	2.94389395239843	0.0945157196970694	chr3R	30179699	30179748	50	+	1287	1211	1779	539	577	490	46.31%	47.71%	46.69%	50.47%	50.57%	49.30%	-0.0320999999999999
CG15530	chr3R_+_30179699_30179748_30179763_30179768	5_Junction_213384_Junction_213385_Junction_213386	J002	0.00070687729967631	14.1988314347832	0.000164472621934181	0.000442913627990272	2.67644922930706	2.60642685138245	-0.233142216308378	chr3R	30179699	30179763	65	+	776	685	1003	257	244	236	27.92%	26.99%	26.33%	24.06%	21.38%	23.74%	0.0402
CG15530	chr3R_+_30179699_30179748_30179763_30179768	5_Junction_213384_Junction_213385_Junction_213386	J003	0.000674378926520774	0.498446635215728	0.480183453480594	0.608489358344338	2.66156446278639	2.67295094602862	0.0379066372378567	chr3R	30179699	30179768	70	+	716	642	1028	272	320	268	25.76%	25.30%	26.98%	25.47%	28.05%	26.96%	-0.00813333333333333
CG9682	chr3R_+_30251554_30251614_30253483	5_Junction_213521_Junction_213524	J001	0.0120824402667958	51.6770160701801	6.54241671614335e-13	4.54714489447305e-12	2.5480289910463	2.54247662074659	-0.0184972806487274	chr3R	30251554	30251614	61	+	577	497	695	186	251	222	100.00%	100.00%	100.00%	97.38%	95.44%	97.80%	0.0312666666666667
CG9682	chr3R_+_30251554_30251614_30253483	5_Junction_213521_Junction_213524	J002	0.0225323551498236	48.5776105927663	3.17473033869947e-12	2.06986110001231e-11	0.000290656698232482	1.10021167881867	14.0801386072385	chr3R	30251554	30253483	1930	+	0	0	0	5	12	5	0.00%	0.00%	0.00%	2.62%	4.56%	2.20%	-0.0312666666666667
hdc	chr3R_+_30280247_30290001_30309150	5_Junction_213567_Junction_213568	J001	0.00949760925101195	7.87934416311438	0.00500026104162719	0.0106769753083486	0.841395810912744	0.431707640025489	-1.80325535937455	chr3R	30280247	30290001	9755	+	6	5	5	3	1	2	10.17%	7.94%	6.76%	3.61%	1.06%	2.41%	0.0593
hdc	chr3R_+_30280247_30290001_30309150	5_Junction_213567_Junction_213568	J002	0.00469747012873501	8.12624575550952	0.0043628995246535	0.00941183174394627	1.83181529764879	1.86337366295934	0.106345475532527	chr3R	30280247	30309150	28904	+	53	58	69	80	93	81	89.83%	92.06%	93.24%	96.39%	98.94%	97.59%	-0.0592999999999999
mRpS18C	chr3R_+_30424045_30424099_30424124	5_Junction_213791_Junction_213792	J001	0.0379640502814927	14.7499277039831	0.000122752232901337	0.000336774161926071	2.60451710060097	2.52940528562004	-0.250195035637093	chr3R	30424045	30424099	55	+	263	223	315	473	543	587	99.62%	100.00%	100.00%	97.33%	97.84%	98.99%	0.0182
mRpS18C	chr3R_+_30424045_30424099_30424124	5_Junction_213791_Junction_213792	J002	0.0479427805146859	14.0675818153587	0.000176357399715747	0.00047285121318141	0.176398258700881	0.875693190829391	3.69980428920124	chr3R	30424045	30424124	80	+	1	0	0	13	12	6	0.38%	0.00%	0.00%	2.67%	2.16%	1.01%	-0.0182
NONE	chr2L_+_18666628_18666679_18666690	5_Junction_21409_Junction_21410	J001	0.00522021184398293	20.3301046095031	6.51671538996576e-06	2.13132928822912e-05	1.48711225275894	1.68363099645544	0.67039456613885	chr2L	18666628	18666679	52	+	57	56	62	24	27	25	44.88%	50.45%	41.06%	64.86%	69.23%	80.65%	-0.261166666666667
NONE	chr2L_+_18666628_18666679_18666690	5_Junction_21409_Junction_21410	J002	0.00522421133063688	20.3281099363801	6.52351232489927e-06	2.13325965679076e-05	1.56960128462718	1.30700053411009	-0.905905596144714	chr2L	18666628	18666690	63	+	70	55	89	13	12	6	55.12%	49.55%	58.94%	35.14%	30.77%	19.35%	0.261166666666667
lncRNA:CR46115	chr3R_+_30697837_30697942_30701975	5_Junction_214634_Junction_214637	J001	0.00469098283867723	5.25736934807072	0.0218540273138914	0.0413665413746121	1.0380336326711	0.00336952933007759	-10.3140313919735	chr3R	30697837	30697942	106	+	64	60	91	0	0	0	79.01%	76.92%	82.73%	0.00%	INF	INF	-Inf
lncRNA:CR46115	chr3R_+_30697837_30697942_30701975	5_Junction_214634_Junction_214637	J002	0.00631033990597721	5.24350241193686	0.0220288817006653	0.0416666437275934	0.5438487363349	0.744701898626798	0.86661525243458	chr3R	30697837	30701975	4139	+	17	18	19	2	0	0	20.99%	23.08%	17.27%	100.00%	INF	INF	-Inf
CG31751	chr2L_+_18677472_18677931_18678837	5_Junction_21478_Junction_21480	J001	0.0302589404950533	15.0126284327096	0.000106794136370882	0.000295331728795233	0.750086672902924	0.000346307728527624	-12.5011365876169	chr2L	18677472	18677931	460	+	5	2	10	0	0	0	6.76%	2.70%	8.55%	0.00%	0.00%	0.00%	0.0600333333333333
CG31751	chr2L_+_18677472_18677931_18678837	5_Junction_21478_Junction_21480	J002	0.0165393103573021	15.8465539339521	6.8691514371828e-05	0.000195167771773106	1.83817286917087	1.84517707217905	0.0236073794884621	chr2L	18677472	18678837	1366	+	69	72	107	44	77	60	93.24%	97.30%	91.45%	100.00%	100.00%	100.00%	-0.0600333333333333
CG33773	chr3R_+_31035899_31035945_31035965	5_Junction_215035_Junction_215036	J001	0.0176505277086808	248.573149289846	5.31507618940807e-56	2.22078288540151e-54	2.37448820037947	1.72797481763652	-2.16881256571831	chr3R	31035899	31035945	47	+	424	314	509	23	36	36	87.97%	84.64%	89.61%	15.65%	25.35%	24.49%	0.655766666666667
CG33773	chr3R_+_31035899_31035945_31035965	5_Junction_215035_Junction_215036	J002	0.0181673707965621	244.084259787204	5.06040396182331e-55	2.07676888237031e-53	1.53691138872344	2.27961933898023	2.50214979668319	chr3R	31035899	31035965	67	+	58	57	59	124	106	111	12.03%	15.36%	10.39%	84.35%	74.65%	75.51%	-0.655766666666667
Sox100B	chr3R_+_31073362_31073437_31081890	5_Junction_215158_Junction_215159	J001	0.0119095211979644	14.7653102166781	0.000121754867745246	0.000334153207472104	0.369666544004444	0.927017030187142	2.4729980602622	chr3R	31073362	31073437	76	+	0	3	2	5	5	9	0.00%	4.35%	2.41%	9.62%	10.64%	16.07%	-0.0985666666666667
Sox100B	chr3R_+_31073362_31073437_31081890	5_Junction_215158_Junction_215159	J002	0.00559035912937238	15.4388817861007	8.52167956531248e-05	0.000238823375123778	1.78723883379565	1.73545846889265	-0.175045010761033	chr3R	31073362	31081890	8529	+	77	66	81	47	42	47	100.00%	95.65%	97.59%	90.38%	89.36%	83.93%	0.0985666666666667
CG12054	chr3R_+_31227078_31227152_31228695	5_Junction_215505_Junction_215506	J001	0.139716752765021	28.583412829869	8.97476980312467e-08	3.69912551747113e-07	0.00020406953424809	1.11788270305079	14.6541920458349	chr3R	31227078	31227152	75	+	0	0	0	7	5	16	0.00%	0.00%	0.00%	12.07%	7.25%	25.00%	-0.147733333333333
CG12054	chr3R_+_31227078_31227152_31228695	5_Junction_215505_Junction_215506	J002	0.120982425936998	30.3859283243415	3.54087462459162e-08	1.52770495881231e-07	1.89246140306894	1.84870283100454	-0.147348709613238	chr3R	31227078	31228695	1618	+	100	75	144	51	64	48	100.00%	100.00%	100.00%	87.93%	92.75%	75.00%	0.147733333333333
spn-F	chr3R_+_31255969_31256033_31256036	5_Junction_215587_Junction_215588	J001	0.0103343925112467	3.82286434328915	0.0505577396530356	0.0882535044684638	0.683427658865266	0.349540484986655	-1.62907635402435	chr3R	31255969	31256033	65	+	5	3	7	1	0	2	0.62%	0.48%	0.69%	0.21%	0.00%	0.41%	0.0039
spn-F	chr3R_+_31255969_31256033_31256036	5_Junction_215587_Junction_215588	J002	0.0032200970079756	3.97495818973916	0.0461815998204089	0.0813219978916225	2.789349541329	2.7943864902657	0.0167594463167084	chr3R	31255969	31256036	68	+	796	620	1004	474	551	485	99.38%	99.52%	99.31%	99.79%	100.00%	99.59%	-0.00390000000000013
Gcn2	chr3R_+_31396292_31396354_31396400	5_Junction_215733_Junction_215734	J001	0.0161613559340674	52.9511325425776	3.41950801649191e-13	2.44006431678088e-12	0.000225634348660383	1.21402259539723	14.8520493849248	chr3R	31396292	31396354	63	+	0	0	0	8	13	24	0.00%	0.00%	0.00%	12.70%	18.84%	23.08%	-0.182066666666667
Gcn2	chr3R_+_31396292_31396354_31396400	5_Junction_215733_Junction_215734	J002	0.0102738671053021	55.850690090493	7.81892880670701e-14	5.90169479161513e-13	1.83181573080403	1.82183289142983	-0.0336638653352699	chr3R	31396292	31396400	109	+	68	62	87	55	56	80	100.00%	100.00%	100.00%	87.30%	81.16%	76.92%	0.182066666666667
CG10338	chr2L_+_18697754_18697822_18698172	5_Junction_21590_Junction_21591	J001	0.00433369043061844	39.7956183580333	2.81976981526204e-10	1.52863792667923e-09	1.92329078816936	1.91794324826807	-0.017980004737038	chr2L	18697754	18697822	69	+	93	88	88	75	88	75	100.00%	100.00%	100.00%	87.21%	88.89%	91.46%	0.108133333333333
CG10338	chr2L_+_18697754_18697822_18698172	5_Junction_21590_Junction_21591	J002	0.00868471766663825	38.6850706017255	4.98003626175124e-10	2.63368293564682e-09	0.000264890007753999	1.0400946342625	13.9958086389502	chr2L	18697754	18698172	419	+	0	0	0	11	11	7	0.00%	0.00%	0.00%	12.79%	11.11%	8.54%	-0.108133333333333
faf	chr3R_+_31786298_31786356_31787145	5_Junction_216555_Junction_216557	J001	0.0286734130551586	16.7114497064079	4.35175653637746e-05	0.000127093393443087	2.18559594779274	2.17533948231035	-0.034297604286265	chr3R	31786298	31786356	59	+	140	103	157	178	201	161	100.00%	100.00%	100.00%	97.80%	97.57%	94.71%	0.0330666666666667
faf	chr3R_+_31786298_31786356_31787145	5_Junction_216555_Junction_216557	J002	0.0428047350272799	15.929206690463	6.57561621849289e-05	0.000187386004557988	0.000592826408699261	0.77591775549472	11.8288835082408	chr3R	31786298	31787145	848	+	0	0	0	4	5	9	0.00%	0.00%	0.00%	2.20%	2.43%	5.29%	-0.0330666666666667
mod	chr3R_+_32052977_32053215_32053244	5_Junction_217238_Junction_217239	J001	0.122013076045043	18.0412332209105	2.16171779946118e-05	6.58288623376148e-05	0.000488833829211218	0.923717524817181	12.6797085417789	chr3R	32052977	32053215	239	+	0	0	0	7	15	4	0.00%	0.00%	0.00%	1.53%	3.87%	1.08%	-0.0216
mod	chr3R_+_32052977_32053215_32053244	5_Junction_217238_Junction_217239	J002	0.102018495773658	19.2029116335325	1.17533985130657e-05	3.71050202986347e-05	2.57526653498304	2.53927785324737	-0.119884177446835	chr3R	32052977	32053244	268	+	304	323	391	452	373	366	100.00%	100.00%	100.00%	98.47%	96.13%	98.92%	0.0216000000000001
Tim17b	chr3R_+_3734957_3735027_3735056	5_Junction_217598_Junction_217599	J001	0.0219129481557251	21.6506433447192	3.27100283046984e-06	1.11284570863555e-05	0.603109151989251	1.09382468643142	1.92281042079818	chr3R	3734957	3735027	71	+	2	2	1	27	21	17	22.22%	28.57%	9.09%	77.14%	60.00%	80.95%	-0.527366666666667
Tim17b	chr3R_+_3734957_3735027_3735056	5_Junction_217598_Junction_217599	J002	0.0244973834910185	21.3430895231586	3.84002447014154e-06	1.29516293183471e-05	1.15124966148704	0.743415566585205	-1.536443417854	chr3R	3734957	3735056	100	+	7	5	10	8	14	4	77.78%	71.43%	90.91%	22.86%	40.00%	19.05%	0.527366666666667
CG41099	chr3R_+_3865460_3865983_3866005	5_Junction_217780_Junction_217781	J001	0.00387775676351314	37.2799510184061	1.02331234089917e-09	5.23246566133167e-09	0.599189764772418	1.29375019219454	2.65022491155017	chr3R	3865460	3865983	524	+	2	3	3	22	27	17	0.97%	1.81%	1.26%	8.87%	8.77%	7.36%	-0.0698666666666667
CG41099	chr3R_+_3865460_3865983_3866005	5_Junction_217780_Junction_217781	J002	0.00248535971582206	38.2710123045263	6.15705050138571e-10	3.22668329583591e-09	2.35244710642679	2.31124878253306	-0.137498510120292	chr3R	3865460	3866005	546	+	205	163	235	226	281	214	99.03%	98.19%	98.74%	91.13%	91.23%	92.64%	0.0698666666666665
Gfat1	chr3R_+_4134390_4135222_4135258	5_Junction_217992_Junction_217993	J001	0.00374706407399298	8.21782992472976	0.00414807752405353	0.00898784683388909	1.26109412437545	1.40533282277665	0.502603750185211	chr3R	4134390	4135222	833	+	7	8	8	71	63	40	53.85%	57.14%	53.33%	78.89%	75.00%	78.43%	-0.226666666666667
Gfat1	chr3R_+_4134390_4135222_4135258	5_Junction_217992_Junction_217993	J002	0.00459591125621576	8.15053313876278	0.00430485033137723	0.00929894470493963	1.18300710618822	0.911441750974451	-0.9929368437451	chr3R	4134390	4135258	869	+	6	6	7	19	21	11	46.15%	42.86%	46.67%	21.11%	25.00%	21.57%	0.226666666666667
beta-Man	chr3R_+_4204162_4204211_4204264	5_Junction_218102_Junction_218104	J001	0.00619763866951926	8.91439841337046	0.00282930998656596	0.00629682343296837	1.68588771631798	1.63859752055803	-0.160591701880286	chr3R	4204162	4204211	50	+	58	58	63	32	46	29	98.31%	95.08%	96.92%	82.05%	88.46%	93.55%	0.0875
beta-Man	chr3R_+_4204162_4204211_4204264	5_Junction_218102_Junction_218104	J002	0.0135053730193701	8.50871385151311	0.0035344979164085	0.00774458448068776	0.41296528285579	0.843099847722442	1.90999898067247	chr3R	4204162	4204264	103	+	1	3	2	7	6	2	1.69%	4.92%	3.08%	17.95%	11.54%	6.45%	-0.0875
cpx	chr3R_+_4295700_4296298_4297486_4307526	5_Junction_218321_Junction_218322_Junction_218328	J001	0.181774955476655	6.48882066383527	0.0108554969958569	0.0218048806893079	1.24906321405334	0.62344160117869	-2.38670311940514	chr3R	4295700	4296298	599	+	13	23	52	1	2	3	13.98%	35.94%	46.02%	3.45%	9.09%	11.11%	0.240966666666667
cpx	chr3R_+_4295700_4296298_4297486_4307526	5_Junction_218321_Junction_218322_Junction_218328	J002	0.0284586018423038	36.5016688922016	1.52535595327788e-09	7.662342840581e-09	1.44062508229068	1.59765754610977	0.538025231606554	chr3R	4295700	4297486	1787	+	56	30	49	28	20	24	60.22%	46.88%	43.36%	96.55%	90.91%	88.89%	-0.419633333333333
cpx	chr3R_+_4295700_4296298_4297486_4307526	5_Junction_218321_Junction_218322_Junction_218328	J003	0.07982781143555	17.5175516443089	2.84667591576829e-05	8.52786756037933e-05	1.01614523147396	0.000693999412531408	-12.5177669205331	chr3R	4295700	4307526	11827	+	24	11	12	0	0	0	25.81%	17.19%	10.62%	0.00%	0.00%	0.00%	0.178733333333333
CG14647	chr3R_+_4401138_4401237_4401352	5_Junction_218798_Junction_218800	J001	0.0107202311152143	20.6852909788182	5.41302265310544e-06	1.79045748831008e-05	0.117217606757801	0.87179225073899	4.37831603849686	chr3R	4401138	4401237	100	+	1	0	0	4	9	6	0.76%	0.00%	0.00%	3.74%	5.66%	5.83%	-0.0482333333333333
CG14647	chr3R_+_4401138_4401237_4401352	5_Junction_218798_Junction_218800	J002	0.00405946967577418	21.462576390113	3.60801830376923e-06	1.2207395956164e-05	2.09974074022985	2.07739333691229	-0.0748469246938983	chr3R	4401138	4401352	215	+	131	104	169	103	150	97	99.24%	100.00%	100.00%	96.26%	94.34%	94.17%	0.0482333333333332
lost	chr3R_+_4403280_4404415_4404467	5_Junction_218818_Junction_218820	J001	0.00263155824425205	314.955774640417	1.81831725563205e-70	1.01894140172246e-68	0.00020162068505272	1.90594422567804	17.385861296354	chr3R	4403280	4404415	1136	+	0	0	0	63	73	71	0.00%	0.00%	0.00%	4.91%	5.01%	6.02%	-0.0531333333333333
lost	chr3R_+_4403280_4404415_4404467	5_Junction_218818_Junction_218820	J002	0.001857796133452	325.991009647469	7.177393665024e-73	4.21348644765283e-71	3.15691309917512	3.15434437525432	-0.0085390835331598	chr3R	4403280	4404467	1188	+	1676	1430	2146	1221	1385	1108	100.00%	100.00%	100.00%	95.09%	94.99%	93.98%	0.0531333333333334
NONE	chr3R_+_4552169_4554514_4564011	5_Junction_219299_Junction_219302	J001	0.0462139336886395	77.9411116379541	1.06158720467699e-18	1.13585305399677e-17	1.84324506371151	1.55712939915567e-05	-20.8697508992744	chr3R	4552169	4554514	2346	+	2	7	6	0	0	0	100.00%	100.00%	100.00%	0.00%	0.00%	0.00%	1
NONE	chr3R_+_4552169_4554514_4564011	5_Junction_219299_Junction_219302	J002	0.0172671819536702	84.323429406931	4.20107072664264e-20	4.87565492363432e-19	0.00245568630099779	0.539437155726899	8.76266780531005	chr3R	4552169	4564011	11843	+	0	0	0	32	44	31	0.00%	0.00%	0.00%	100.00%	100.00%	100.00%	-1
smash	chr3R_+_4697542_4698047_4698089	5_Junction_219683_Junction_219685	J001	0.0416732092073203	95.5716192464464	1.42636650037431e-22	1.91015348693766e-21	2.37410858193548	2.33678307772308	-0.124542188939521	chr3R	4697542	4698047	506	+	247	208	292	229	232	186	100.00%	100.00%	100.00%	88.76%	81.40%	78.81%	0.1701
smash	chr3R_+_4697542_4698047_4698089	5_Junction_219683_Junction_219685	J002	0.0453885889501925	92.2389369309465	7.68183828291872e-22	9.86530082681763e-21	0.000285666572059235	1.65183736181102	16.0244106457865	chr3R	4697542	4698089	548	+	0	0	0	29	53	50	0.00%	0.00%	0.00%	11.24%	18.60%	21.19%	-0.1701
smash	chr3R_+_4702411_4702471_4707024	5_Junction_219697_Junction_219700	J001	0.00665826177811949	38.670901715103	5.01631873145261e-10	2.65169458689232e-09	1.07563345362347	0.11694171560109	-5.14086204798041	chr3R	4702411	4702471	61	+	11	9	12	0	0	1	7.69%	7.69%	6.32%	0.00%	0.00%	0.61%	0.0703
smash	chr3R_+_4702411_4702471_4707024	5_Junction_219697_Junction_219700	J002	0.00352993370168656	39.6541616140745	3.031580255426e-10	1.63769209554154e-09	2.15516809234066	2.18399700354954	0.0964201989821483	chr3R	4702411	4707024	4614	+	132	108	178	141	187	164	92.31%	92.31%	93.68%	100.00%	100.00%	99.39%	-0.0703
smash	chr3R_+_4710352_4710843_4710896	5_Junction_219715_Junction_219716	J001	0.0896335540550854	18.9101564199439	1.37021232427742e-05	4.28729645824694e-05	0.152733397653167	0.958306868870281	4.26172668358718	chr3R	4710352	4710843	492	+	0	1	0	17	9	6	0.00%	0.84%	0.00%	10.62%	4.84%	3.73%	-0.0611666666666667
smash	chr3R_+_4710352_4710843_4710896	5_Junction_219715_Junction_219716	J002	0.0773877566196375	19.9436266219428	7.97593836471204e-06	2.57763993451063e-05	2.24933662821305	2.07925486030599	-0.568921941620711	chr3R	4710352	4710896	545	+	151	118	149	143	177	155	100.00%	99.16%	100.00%	89.38%	95.16%	96.27%	0.0611666666666665
Spn31A	chr2L_+_10063654_10063711_10073182	5_Junction_219_Junction_221	J001	0.00935839305930699	15.2601776525912	9.36706395049226e-05	0.00026108354835825	1.03367889610433	1.01044086052569	-0.0853041932951011	chr2L	10063654	10063711	58	+	8	2	18	3	11	17	100.00%	100.00%	100.00%	75.00%	64.71%	65.38%	0.316366666666667
Spn31A	chr2L_+_10063654_10063711_10073182	5_Junction_219_Junction_221	J002	0.0156975821605323	14.8773285207735	0.000114733653616158	0.000315944323156352	0.000315324801602505	0.761163370029971	12.6810347488313	chr2L	10063654	10073182	9529	+	0	0	0	1	6	9	0.00%	0.00%	0.00%	25.00%	35.29%	34.62%	-0.316366666666667
Cdep	chr3R_+_4926331_4926785_4940673	5_Junction_220316_Junction_220317	J001	0.00873062643974245	3.99298511532717	0.0456900498823403	0.0805406830587752	0.636764876273732	0.899690114332387	1.05772162145568	chr3R	4926331	4926785	455	+	4	2	5	9	7	4	3.42%	1.94%	3.38%	8.91%	5.88%	4.08%	-0.0337666666666667
