Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
Pde1c	chr2L_-_11818849_11830275_11830831_11832723_11832787_11833258	chr2L	-	11818849;11830275;11830831;11832723;11832787;11833258	0.000482935293169802	0.0012142256688291	-0.0817333333333333;0.0371666666666667;0.0446333333333333;0.0351;0.0391;-0.0742333333333335
CG6701	chr2R_-_13979377_13979390_13979418_13979928_13979943_13980026	chr2R	-	13979377;13979390;13979418;13979928;13979943;13980026	1.0024555851947e-05	3.19531461444857e-05	0.0845;0.276133333333333;-0.360633333333333;0.0564666666666666;0.1295;-0.127333333333333;-0.0586;-Inf;-Inf;0.149133333333333;-0.149133333333333;0.0200666666666667;-0.0200666666666668
RN-tre	chr2R_-_13989964_13989968_13989986_13990392_13990564_13990913_14069411_14069713	chr2R	-	13989964;13989968;13989986;13990392;13990564;13990913;14069411;14069713	3.36477951333669e-126	4.02490649076923e-124	0.0653;0.4188;-0.484066666666667;0.502133333333333;-0.502133333333333;-0.1139;0.1139;-0.0461;-0.0181333333333333;0.0642;-0.0179666666666667;0.0298666666666667;-0.0119333333333333
mam	chr2R_+_13991492_13991976_13992104_14010161_14011181_14028794_14031839_14038031_14038423_14038708	chr2R	+	13991492;13991976;13992104;14010161;14011181;14028794;14031839;14038031;14038423;14038708	8.76010629882348e-19	9.42864766427086e-18	-0.226633333333333;-0.1811;0.4077;-0.0400666666666667;0.0100333333333333;-0.195533333333333;0.225566666666667;0.148;-0.148;0.4323;-0.4323;Inf;Inf
cg	chr2R_+_14090597_14090655_14091569_14091571_14091634_14091643_14109729_14145360_14153245_14165724_14166141_14174572_14176404_14176691_14177173_14177477_14177859_14177883	chr2R	+	14090597;14090655;14091569;14091571;14091634;14091643;14109729;14145360;14153245;14165724;14166141;14174572;14176404;14176691;14177173;14177477;14177859;14177883	1.74299012020397e-156	2.82080473480611e-154	Inf;Inf;-0.1361;0.1361;-0.0601666666666667;0.0601666666666667;-0.0403;0.2296;-0.1893;-0.00196666666666667;0.00196666666666656;0.376566666666667;-0.376566666666667;0.352;-0.2148;-0.0205666666666667;-0.0434;-0.0538333333333333;-0.0194333333333333;0.0232333333333333;0.0102333333333333;-0.0257;-0.0077;-0.324533333333333;0.195066666666667;0.129533333333333;-0.3614;0.3614
Prosap	chr2R_-_14092501_14114214_14114296_14125205_14139787	chr2R	-	14092501;14114214;14114296;14125205;14139787	0.000392003607395724	0.000999369247972306	-0.0441;0.0112333333333333;0.0328666666666667;0.0519666666666666;-0.0519666666666667
Rcd1	chr2R_-_14149818_14149886_14149953_14150034_14150095_14150224	chr2R	-	14149818;14149886;14149953;14150034;14150095;14150224	1.13066877712482e-05	3.57650123663627e-05	-0.0606;-0.0160666666666667;0.0766999999999999;0.100833333333333;-0.100833333333333;0.0270333333333331;-0.0270333333333333
cg	chr2R_+_14179254_14179311_14179931_14180420_14180819_14181209	chr2R	+	14179254;14179311;14179931;14180420;14180819;14181209	1.00384026810946e-19	1.13843364341507e-18	-0.0250333333333333;-0.221166666666667;0.246166666666667;0.0190333333333332;-0.0190333333333333;0.177166666666667;-0.177166666666667
Pde1c	chr2L_-_11838773_11858390_11858889_11911684_11958670_11961926_11962067_11984662_11984723	chr2L	-	11838773;11858390;11858889;11911684;11958670;11961926;11962067;11984662;11984723	1.20575512573553e-07	4.89487106802382e-07	-0.1866;0.1866;-0.542733333333333;0.542733333333333;-0.00963333333333333;-0.0081;-0.0150333333333333;0.0326666666666666;0.319933333333333;-0.0347333333333333;-0.155333333333333;-0.129833333333333;0.442466666666667;-0.442466666666667
Opa1	chr2R_-_14231964_14232714_14232723_14232903_14232963_14233129_14233186	chr2R	-	14231964;14232714;14232723;14232903;14232963;14233129;14233186	5.67422325886018e-37	1.40033996257646e-35	-0.214766666666667;0.214766666666667;-0.0263333333333333;0.0263333333333332;0.0217;0.222766666666667;-0.220666666666667;-0.0238333333333333
Opa1	chr2R_-_14234342_14234441_14234559_14234622_14234691	chr2R	-	14234342;14234441;14234559;14234622;14234691	8.74117359065843e-10	4.50988949682267e-09	-0.207666666666667;0.2198;-0.0120666666666667;0.197133333333333;-0.197133333333333
Usp20-33	chr2R_+_14236173_14236316_14239757_14240113_14240118_14240209	chr2R	+	14236173;14236316;14239757;14240113;14240118;14240209	1.83114387958603e-07	7.27433893286024e-07	-0.0177;-0.000633333333333335;0.0515000000000001;-0.0333;Inf;Inf
CG8531	chr2R_+_14257363_14257406_14257419_14257589_14257718_14257770	chr2R	+	14257363;14257406;14257419;14257589;14257718;14257770	1.03789061711801e-78	6.69755449920483e-77	-0.0522333333333333;0.0522333333333334;0.00116666666666667;0.0543666666666667;-0.014;-0.0415333333333333
Dh44-R1	chr2R_+_14382470_14382693_14382893_14383008_14384333_14442256	chr2R	+	14382470;14382693;14382893;14383008;14384333;14442256	0.00429812532794986	0.0092852591495201	Inf;Inf;Inf;0.4013;-0.4013;0.2523;-0.2523
PRAS40	chr2R_+_14460471_14461962_14481790_14494980_14495150	chr2R	+	14460471;14461962;14481790;14494980;14495150	0.00106789332256205	0.00254628483831696	-0.132;-0.00906666666666667;0.1411;Inf;Inf
Asx	chr2R_+_14507145_14507255_14507349_14507411_14507414_14507481_14507538	chr2R	+	14507145;14507255;14507349;14507411;14507414;14507481;14507538	1.34632782794638e-24	1.99803987943279e-23	-0.104766666666667;-0.0149333333333333;0.1197;0.0938;-0.0938;-0.0124;0.0260000000000001;-0.0136666666666667
Asx	chr2R_+_14510463_14510929_14511003_14527991_14552910	chr2R	+	14510463;14510929;14511003;14527991;14552910	7.41187956581548e-07	2.73263874395378e-06	0.0374333333333333;-0.0374333333333333;-0.291033333333333;0.291033333333333;0.0770999999999999;-0.0771
LamC	chr2R_-_14572847_14575223_14596334_14596386_14596442	chr2R	-	14572847;14575223;14596334;14596386;14596442	4.61110302023472e-08	1.96439414712304e-07	-0.0386666666666667;0.0386666666666667;0.0363;-0.0176333333333333;-0.0186666666666667
tra2	chr2R_-_14600718_14600732_14600739_14600774_14602442_14602502_14602870_14602876_14603101_14603159_14603501_14603615_14603669_14603732_14603773_14603925_14603982	chr2R	-	14600718;14600732;14600739;14600774;14602442;14602502;14602870;14602876;14603101;14603159;14603501;14603615;14603669;14603732;14603773;14603925;14603982	7.28974517050586e-111	7.10422413537637e-109	-0.0840333333333333;-0.00953333333333333;-0.0682;-0.0532;-0.0083;0.216466666666667;0.00683333333333333;-0.0163333333333333;-0.0251666666666667;0.0356666666666668;0.0129333333333333;-0.00706666666666667;-0.0772000000000002;-0.0910666666666667;0.1683;0.3898;-0.3598;-0.0299666666666667;Inf;Inf;0.150666666666667;-0.150666666666667;0.0555333333333334;-0.0555333333333333
Su(var)2-HP2	chr2R_-_14611688_14611691_14611779_14616400_14616508_14616761_14616841	chr2R	-	14611688;14611691;14611779;14616400;14616508;14616761;14616841	1.00312057116158e-17	1.00716149479023e-16	0.0354333333333333;-0.0354333333333333;-0.0802333333333333;0.0802333333333333;-0.1714;0.1714;0.162266666666667;-0.0224;-0.139933333333333
Su(var)2-HP2	chr2R_-_14616986_14617044_14618088_14657495_14657499_14657665_14672385_14672652	chr2R	-	14616986;14617044;14618088;14657495;14657499;14657665;14672385;14672652	4.9177368497909e-34	1.09502117459687e-32	-0.0197666666666667;-0.0473666666666667;-0.0315;0.0986333333333332;-0.6797;0.6797;0.0531999999999999;-0.0244666666666667;-0.0287
Uhg5	chr2R_+_14622294_14622361_14622476_14622531_14622711	chr2R	+	14622294;14622361;14622476;14622531;14622711	8.27723120501521e-07	3.03487929694415e-06	0.2409;-0.2409;-0.372766666666667;0.3724;0.000366666666666654
Spred	chr2R_-_14763008_14763074_14763417_14763829_14764237_14768002_14768370_14769050_14769053_14769276_14774967	chr2R	-	14763008;14763074;14763417;14763829;14764237;14768002;14768370;14769050;14769053;14769276;14774967	2.13481256332728e-35	4.98555051517881e-34	0.0185333333333333;-0.0185333333333332;-0.0207666666666667;0.0207666666666667;Inf;Inf;-0.1114;0.3714;-0.152966666666667;-0.107066666666667;-0.00216666666666667;0.0454999999999999;-0.0227666666666667;-0.0205666666666667;0.106533333333333;-0.0805666666666667;-0.0259333333333333
Pcf11	chr2R_-_14793840_14818913_14818915_14818986_14861853_14861908_14862121_14862193	chr2R	-	14793840;14818913;14818915;14818986;14861853;14861908;14862121;14862193	4.34501892947924e-14	3.35157054039477e-13	-0.0173333333333333;-0.0152333333333333;0.0325666666666665;-0.0285;-0.0175666666666667;0.0460333333333334;Inf;Inf;Inf;Inf
Pcf11	chr2R_-_14868843_14868905_14869032_14869677_14870047	chr2R	-	14868843;14868905;14869032;14869677;14870047	9.08838597295761e-08	3.74336630055625e-07	-0.0318666666666667;0.0789;-0.0470333333333333;0.0231333333333333;-0.0231333333333333
Kank	chr2R_-_14870312_14870918_14903564_14903629_14904071_14905953_14906016_14909598_14910222_14914891_14926320_14930316_14930791_14931150	chr2R	-	14870312;14870918;14903564;14903629;14904071;14905953;14906016;14909598;14910222;14914891;14926320;14930316;14930791;14931150	8.3780544653353e-16	7.38780808696209e-15	-0.0063;-0.0212333333333333;0.0294;-0.00183333333333333;-0.0526666666666667;-0.0404333333333333;0.0931000000000001;0.0213;-0.0213;0.0131;0.0067666666666667;-0.0198;-0.000733333333333334;0.0119666666666666;-0.00673333333333333;-0.00453333333333333;0.2676;-0.2676
Lap1	chr2R_+_14933828_14935575_14935601_14936018_14936090_14936093_14936125_14936144_14939214_14943089_14943197_14943264_14943769_14944058_14944137_14963423_14963494_14963925_14965999_14971728	chr2R	+	14933828;14935575;14935601;14936018;14936090;14936093;14936125;14936144;14939214;14943089;14943197;14943264;14943769;14944058;14944137;14963423;14963494;14963925;14965999;14971728	8.23672621675006e-17	7.78836086895658e-16	Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;-0.0785;-0.2227;-0.1333;0.0206;0.3384;0.0755;Inf;Inf;Inf;Inf;Inf;Inf;Inf;0.0948333333333334;-0.00133333333333333;-0.0493666666666667;-0.0441333333333333;Inf;Inf;Inf;Inf;-0.7984;0.7984
ckn	chr2R_+_14977473_14977685_14977923_14978228_14979059_14979143_15035979	chr2R	+	14977473;14977685;14977923;14978228;14979059;14979143;15035979	8.77769420670397e-07	3.20726373802906e-06	-0.0859666666666667;0.0859666666666666;Inf;Inf;Inf;0.0990666666666666;-0.0633666666666667;-0.0357
hbs	chr2R_+_15036775_15036862_15037154_15037355_15037656_15037781_15038435_15038507_15039151_15039246	chr2R	+	15036775;15036862;15037154;15037355;15037656;15037781;15038435;15038507;15039151;15039246	0.00347972030157104	0.00763356137735121	-0.0793333333333333;-0.0945333333333333;0.173866666666667;-0.0620333333333333;0.0620333333333334;-0.0441333333333333;0.0441333333333334;0.139466666666667;-0.0696666666666667;-0.0697666666666667;0.161966666666667;-0.1059;-0.0561333333333333
igl	chr2R_+_15140095_15141835_15143250_15165100_15174173_15177056_15180511_15180710_15185434_15186662_15187046_15188754_15188978_15201373_15201465	chr2R	+	15140095;15141835;15143250;15165100;15174173;15177056;15180511;15180710;15185434;15186662;15187046;15188754;15188978;15201373;15201465	1.19095362568746e-30	2.31876142495034e-29	-0.376366666666667;-0.1143;-0.119466666666667;-0.173;0.783133333333333;-0.184866666666667;-0.192166666666667;-0.2162;0.5932;0.421166666666667;-0.309766666666667;-0.0555666666666667;-0.0557666666666667;0.2958;-0.170033333333333;-0.125766666666667;0.210833333333333;-0.210833333333333
asRNA:CR44370	chr2R_+_15202127_15202406_15202558_15203020_15203901_15203959_15204700_15218836_15221397_15221427_15223326_15223382_15227112_15227166_15227169_15227338_15227363_15227404_15227411_15227443_15227456_15227505_15227539_15227540_15227565_15227606_15227622_15227645_15227657_15227658_15227705_15227747_15227748_15227772_15227865_15227866_15227915_15227949_15227950_15228067_15228068_15228157_15228275_15228276_15228359_15228478_15228683_15228684_15228883_15229349_15229521_15230224_15230246_15230306_15231591_15231623_15231628_15231643_15231689_15232289_15249483_15251956_15253010_15254044	chr2R	+	15202127;15202406;15202558;15203020;15203901;15203959;15204700;15218836;15221397;15221427;15223326;15223382;15227112;15227166;15227169;15227338;15227363;15227404;15227411;15227443;15227456;15227505;15227539;15227540;15227565;15227606;15227622;15227645;15227657;15227658;15227705;15227747;15227748;15227772;15227865;15227866;15227915;15227949;15227950;15228067;15228068;15228157;15228275;15228276;15228359;15228478;15228683;15228684;15228883;15229349;15229521;15230224;15230246;15230306;15231591;15231623;15231628;15231643;15231689;15232289;15249483;15251956;15253010;15254044	0	0	-0.559;0.559;-0.0325;-0.03;-0.0227666666666667;-0.477;-0.0102666666666667;0.273633333333333;0.038;0.2609;-0.0974666666666667;0.0974666666666667;-0.00553333333333333;-0.820566666666667;-0.0457666666666667;-0.00876666666666667;0.3164;-0.00366666666666667;-0.0031;-0.0155333333333333;0.586466666666667;-0.7469;0.0308333333333333;0.1357;0.5804;0.012;0.459766666666666;-0.471733333333333;-0.0197666666666667;0.0197666666666667;-Inf;-Inf;-Inf;-Inf;-Inf;-Inf;-Inf;-0.137833333333333;0.137833333333333;0.0964;-0.458766666666667;-0.0569;0.387933333333333;0.0312333333333333;0.0553333333333333;-0.0553333333333334;0.573133333333333;-0.573133333333333;-0.827266666666667;0.159933333333333;0.667333333333333;0.542166666666667;-0.542166666666667;0.012;-0.939366666666667;0.892033333333333;0.0354333333333333;0.0876333333333332;-0.0876333333333333;0.0579666666666667;-0.0579666666666666;0.193533333333333;-0.0842666666666667;-0.0340333333333333;-0.0751666666666667;-0.1601;0.1601;0.37;-0.157633333333333;-0.212333333333333;0.9012;0.00566666666666667;-0.716766666666667;-0.00976666666666667;-0.0371333333333333;-0.00613333333333333;-0.137033333333333;0.652833333333333;0.256866666666667;-0.616333333333333;-0.0176;-0.256566666666667;-0.0192333333333333;0.375433333333333;0.489766666666667;-0.8652;0.0640333333333333;-0.220833333333333;0.0380333333333333;0.129166666666667;0.5752;0.0594333333333333;-0.680766666666667;0.0356;0.0311;-0.0047;-0.107233333333333;0.700866666666667;-0.284566666666667;-0.3113;-0.0242;0.0137333333333333;0.0804333333333334;-0.0941666666666667;0.3301;-0.435933333333333;0.1058;0.4148;-0.210866666666667;-0.203933333333333;0.210866666666667;-0.554333333333333;0.343533333333333;0.726966666666667;-0.726966666666667;0.137966666666667;-0.137966666666667;-0.900133333333333;0.900133333333333;0.989233333333333;-0.989233333333333
CG8079	chr2R_+_15221823_15221897_15221980_15222042_15222539	chr2R	+	15221823;15221897;15221980;15222042;15222539	1.27732634970994e-08	5.80899665887542e-08	0.2398;-0.2398;-0.392533333333333;0.392533333333333;0.284133333333333;-0.284133333333333
asRNA:CR44370	chr2R_+_15228158_15228568_15228767_15228768_15228940_15228941_15229148_15229149_15229348	chr2R	+	15228158;15228568;15228767;15228768;15228940;15228941;15229148;15229149;15229348	4.43407998484953e-27	7.38569354933651e-26	0.208266666666667;-0.208266666666667;-0.0985;0.0985;-Inf;-Inf;0.453033333333333;-0.453033333333333;0.1381;-0.1381;-0.0246;0.0246;-Inf;-Inf
asRNA:CR44370	chr2R_+_15228884_15229058_15229059_15229264_15229464	chr2R	+	15228884;15229058;15229059;15229264;15229464	7.35418861019509e-21	8.92988999600196e-20	0.0537333333333333;-0.0537333333333333;0.0207;-0.0206999999999999;-0.811533333333333;0.811533333333333
Hr51	chr2R_+_15256062_15256178_15256231_15324706_15325014_15327157_15333575	chr2R	+	15256062;15256178;15256231;15324706;15325014;15327157;15333575	1.12213669362498e-31	2.27615715208797e-30	-0.159066666666667;-0.690133333333333;0.8492;-0.00686666666666667;0.0146333333333333;-0.00773333333333333;0.922566666666667;-0.922566666666667
Trpm	chr2R_-_15268384_15268959_15270296_15270443_15270472_15270629	chr2R	-	15268384;15268959;15270296;15270443;15270472;15270629	7.47551306118988e-18	7.56669591471678e-17	-0.0398333333333333;0.2339;-0.1941;0.0957333333333334;-0.0514666666666665;-0.0442
Trpm	chr2R_-_15275486_15275815_15277674_15277777_15277885	chr2R	-	15275486;15275815;15277674;15277777;15277885	6.54567595874643e-10	3.42044921236796e-09	-0.159033333333333;0.159033333333333;-0.0402666666666667;0.0402666666666666;0.0540666666666668;-0.0540666666666667
Trpm	chr2R_-_15279394_15279457_15279766_15279924_15280905_15281378_15282404	chr2R	-	15279394;15279457;15279766;15279924;15280905;15281378;15282404	2.15757057795337e-43	6.52442775659101e-42	0.532466666666667;-0.532466666666667;-0.0989666666666667;0.0989666666666666;-0.0794666666666667;0.0794666666666666;Inf;Inf;Inf
Trpm	chr2R_-_15283013_15284882_15292969_15293425_15293561_15297774_15297901_15297975_15306876	chr2R	-	15283013;15284882;15292969;15293425;15293561;15297774;15297901;15297975;15306876	4.05385459876381e-19	4.4451648219326e-18	-0.2768;0.2768;-0.896;0.449366666666667;0.446633333333333;-0.279233333333333;0.279233333333333;0.235866666666667;-0.0447666666666667;-0.110333333333333;-0.0807333333333333
Trpm	chr2R_-_15284966_15285477_15285531_15285558_15287352_15287410_15290927_15292771	chr2R	-	15284966;15285477;15285531;15285558;15287352;15287410;15290927;15292771	0.000503107522565518	0.00126181716293807	0.0166666666666666;-0.0166666666666666;0.0388333333333333;0.0547;0.147433333333333;-0.1382;-0.0966666666666667;-0.00606666666666666
Arf51F	chr2R_+_15322087_15322712_15322741_15323030_15323122_15323141_15323386_15323415_15323447	chr2R	+	15322087;15322712;15322741;15323030;15323122;15323141;15323386;15323415;15323447	2.62181103975671e-118	2.84156647417996e-116	Inf;Inf;Inf;Inf;0.184566666666667;-0.0372;-0.0430666666666665;0.0106333333333333;-0.115033333333333;0.179766666666667;-0.223033333333333;0.0432333333333333;-0.423633333333333;0.423633333333333;-0.2957;-0.0506;0.346333333333333;-0.296066666666667;-0.169166666666667;-0.0211;0.486333333333333;-0.443633333333333;0.443633333333333;-0.642833333333333;0.642833333333333
Hr51	chr2R_+_15338847_15338909_15339075_15339136_15358290_15358577	chr2R	+	15338847;15338909;15339075;15339136;15358290;15358577	1.50112138365952e-19	1.68767331734276e-18	-0.352033333333333;-0.151366666666667;0.5034;0.1633;-0.1633;0.0904;-0.0904
unc-5	chr2R_+_15360468_15361981_15362300_15363008_15364511_15380881_15381411_15381558_15381747_15381848	chr2R	+	15360468;15361981;15362300;15363008;15364511;15380881;15381411;15381558;15381747;15381848	5.50972750094863e-32	1.13302235905665e-30	-0.0121;-0.0125999999999999;0.0247;-0.0325333333333333;0.0325333333333333;-0.0045;0.00236666666666674;0.00213333333333334;0.00930000000000009;-0.00929999999999997;0.2364;-0.124433333333333;-0.112
Stacl	chr2R_+_15423095_15424257_15424405_15452855_15453008_15456433_15535166_15535525_15535589_15537468_15556814_15557527_15557607_15558170_15558252_15558404_15558588_15561813	chr2R	+	15423095;15424257;15424405;15452855;15453008;15456433;15535166;15535525;15535589;15537468;15556814;15557527;15557607;15558170;15558252;15558404;15558588;15561813	5.00651185587662e-29	9.09064109847865e-28	-0.205833333333333;0.205833333333333;Inf;Inf;Inf;-0.0144666666666667;-0.0207;-0.0115333333333333;-0.0381333333333333;-0.0419;0.0692333333333333;0.0123666666666667;0.0272666666666667;0.0179666666666667;0.209533333333333;-0.100766666666667;-0.0566666666666667;-0.0521;0.334133333333333;-0.179866666666667;-0.154266666666667;0.328633333333333;-0.210666666666667;-0.117933333333333;Inf;Inf;0.0513333333333333;-0.0513333333333332;-Inf;-Inf;-Inf
CG34188	chr2R_-_15427324_15427348_15427421_15427487_15427546_15427598_15427613	chr2R	-	15427324;15427348;15427421;15427487;15427546;15427598;15427613	6.00909375961087e-13	4.19092765380476e-12	-0.0047;-0.0117666666666667;-0.00246666666666667;0.0189333333333332;0.0152666666666665;-0.0152666666666667;0.000700000000000145;-0.000700000000000003
CG6785	chr2L_-_12043581_12043654_12043660_12044098_12044277	chr2L	-	12043581;12043654;12043660;12044098;12044277	4.14139266273999e-08	1.77337383987499e-07	0.0851999999999999;-0.204866666666667;0.119666666666667;-Inf;-Inf
CG12964	chr2R_-_15489898_15496965_15500473_15518831_15518892	chr2R	-	15489898;15496965;15500473;15518831;15518892	9.95101485920057e-10	5.09623049871727e-09	-0.00636666666666667;0.00636666666666652;0.1134;0.564366666666667;-0.677766666666667
Khc-73	chr2R_-_15522104_15522128_15522434_15522465_15522872	chr2R	-	15522104;15522128;15522434;15522465;15522872	5.99988105470773e-264	2.11942464990298e-261	0.7292;-0.7201;-0.00913333333333333;Inf;Inf
Khc-73	chr2R_-_15527717_15527747_15527813_15531133_15531395_15531439_15532120	chr2R	-	15527717;15527747;15527813;15531133;15531395;15531439;15532120	2.76100502451829e-136	3.75119109997802e-134	0.0172000000000001;-0.0096;-0.0076;-0.0106666666666667;0.489133333333333;-0.4784;0.00686666666666669;-0.00686666666666667
Flo1	chr2R_-_15567713_15567827_15567840_15567966_15568150	chr2R	-	15567713;15567827;15567840;15567966;15568150	4.23692779135726e-08	1.81216729212453e-07	0.1397;-0.169433333333333;0.0297666666666667;0.100433333333333;-0.100433333333333
fus	chr2R_-_15568826_15569117_15573835_15658848_15659306_15662922	chr2R	-	15568826;15569117;15573835;15658848;15659306;15662922	8.5140606893654e-28	1.46295409375855e-26	-0.0912333333333333;-0.0212333333333333;0.112433333333333;0.1694;-0.1694;0.0191333333333333;-0.0191333333333333
fus	chr2R_-_15665987_15667486_15667609_15667865_15671990_15672285_15675515_15676487_15676500	chr2R	-	15665987;15667486;15667609;15667865;15671990;15672285;15675515;15676487;15676500	6.65076098102787e-49	2.3727792244134e-47	0.00180000000000036;-0.0018;-0.128766666666667;0.128766666666667;-0.0720666666666667;-0.119;0.191066666666667;0.213033333333333;-0.142733333333333;-0.0703666666666667;0.1067;-0.1067;0.0106333333333333;-0.0074;-0.0032
asRNA:CR44372	chr2R_-_15692980_15692983_15693038_15693354	chr2R	-	15692980;15692983;15693038;15693354	0.0402601776062702	0.071878675798226	-Inf;-Inf;-0.07;0.07;0.211;-0.211;0.2252;-0.2252
Zasp52	chr2R_-_15779658_15780277_15780983_15781079_15781771	chr2R	-	15779658;15780277;15780983;15781079;15781771	7.45503519443296e-07	2.74769980177339e-06	-0.0153;0.0153000000000001;-0.0535;0.0535000000000001;0.0503333333333335;-0.0503333333333333
tun	chr2R_+_15794950_15849679_15849738_15849747_15851763_15852386	chr2R	+	15794950;15849679;15849738;15849747;15851763;15852386	1.53191286930154e-13	1.12667891596625e-12	0.204466666666667;-0.281766666666667;0.0773;0.0768;0.168166666666667;-0.244966666666667
sli	chr2R_-_15881582_15882567_15882935_15884333_15884570_15885343	chr2R	-	15881582;15882567;15882935;15884333;15884570;15885343	1.03164928416761e-13	7.70875760943041e-13	-0.1869;-0.216633333333333;0.403533333333333;0.164533333333333;-0.164533333333333;0.254033333333334;-0.254033333333333
sli	chr2R_-_15885488_15885583_15885656_15886097_15886170_15886242_15886315_15890288	chr2R	-	15885488;15885583;15885656;15886097;15886170;15886242;15886315;15890288	6.29847387035264e-12	4.00322033758999e-11	-0.298433333333333;0.298433333333333;-0.1744;0.1744;-0.0995;0.0995;0.4279;-0.115866666666667;-0.192266666666667;-0.119766666666667
sli	chr2R_-_15891280_15921637_15922036_15923711_15923772	chr2R	-	15891280;15921637;15922036;15923711;15923772	6.49037561841893e-16	5.76124028959165e-15	-0.0369666666666667;0.0369666666666666;0.5034;-0.178066666666667;-0.325366666666667
CG17691	chr2R_+_1591017_1591088_1593913_1594005_1594696_1594944_1595192_1595742_1595764_1726642	chr2R	+	1591017;1591088;1593913;1594005;1594696;1594944;1595192;1595742;1595764;1726642	3.05966016202972e-18	3.17515756144364e-17	-0.418066666666667;0.418066666666667;-0.0465;0.0414;0.0051;0.174333333333333;-0.443266666666667;0.268933333333333;0.013;-0.0332;0.0201000000000001;Inf;Inf;0.0247;0.0167;0.0161666666666667;-0.0146333333333333;0.0152666666666667;-0.0581333333333333;0.3696;0.305866666666667;-0.2551;-0.0558666666666667;-0.364433333333333;-0.0014;0.00140000000000018
bdg	chr2R_-_15927624_15927689_15927717_15931735_15932720_15932782	chr2R	-	15927624;15927689;15927717;15931735;15932720;15932782	2.79557846660757e-23	3.88184643061968e-22	0.166566666666667;-0.0253;-0.1412;-0.0164;0.0163999999999999;0.0551;-0.0551
Mlf	chr2R_-_15933819_15934197_15936580_15936583_15937019_15937326_15937677_15937879_15938267_15938445	chr2R	-	15933819;15934197;15936580;15936583;15937019;15937326;15937677;15937879;15938267;15938445	0	0	-0.0018;0.129366666666667;0.108866666666667;-0.00186666666666667;-0.233566666666667;-0.00103333333333333;-0.0553666666666668;0.0553666666666667;0.2543;0.126566666666667;-0.380866666666667;0.00346666666666651;-0.00346666666666667;-0.127033333333333;-0.0497666666666667;0.1768;-0.069;-0.0493;0.1183;-0.3279;0.3279
Strn-Mlck	chr2R_-_15950465_15951156_15951466_15951870_15952346_15952834_15953220_15953424	chr2R	-	15950465;15951156;15951466;15951870;15952346;15952834;15953220;15953424	5.24576518026611e-17	5.02329417503072e-16	-0.266766666666667;0.266766666666667;-0.1364;0.1364;0.271166666666667;-0.1699;-0.101266666666667;0.0821;0.0261666666666667;-0.108266666666667
Strn-Mlck	chr2R_-_15954878_15956637_15956807_15957807_15959317_15959787_15959876_15960243_15962827_15969074	chr2R	-	15954878;15956637;15956807;15957807;15959317;15959787;15959876;15960243;15962827;15969074	3.4823376314272e-11	2.05849578920131e-10	-0.357666666666667;0.357666666666667;-0.2688;-0.0462;-0.0976666666666667;0.412666666666667;-0.3498;0.3498;0.474133333333333;-0.216;-0.258133333333333;0.100233333333333;-0.100233333333333;0.558566666666667;-0.258566666666667;-0.3
Strn-Mlck	chr2R_-_15984286_15984652_15984745_15984795_15984881	chr2R	-	15984286;15984652;15984745;15984795;15984881	6.78406946247984e-07	2.51335227258187e-06	-0.0979666666666667;0.309133333333333;-0.211166666666667;0.105133333333333;-0.105133333333333
Strn-Mlck	chr2R_-_15985367_15985472_15985765_15985860_15987568_15987747_15988892_15990382_15990450_15990673_15990857_15996314_15996317_15996365_15996893	chr2R	-	15985367;15985472;15985765;15985860;15987568;15987747;15988892;15990382;15990450;15990673;15990857;15996314;15996317;15996365;15996893	1.1498705501828e-43	3.50383557809056e-42	-0.178133333333333;0.178133333333333;-0.0543;-0.0387333333333333;-0.0303666666666667;0.123433333333333;-0.0112666666666667;-0.0305;-0.0522333333333333;0.286233333333333;0.0756666666666667;-0.2678;0.1905;-0.0478;-0.0778333333333333;-0.0648666666666667;0.394666666666667;0.0309;-0.1029;-0.322633333333333;0.305566666666667;-0.305566666666667;0.277533333333333;-0.277533333333333
ATPCL	chr2R_-_15998252_15999803_15999970_16000093_16000134_16001186_16006803_16009716_16009771_16011314_16016264_16016329_16025134_16025189_16025647_16025707_16027258_16027263_16027278_16027335_16085620_16086929_16087436_16087725_16088303	chr2R	-	15998252;15999803;15999970;16000093;16000134;16001186;16006803;16009716;16009771;16011314;16016264;16016329;16025134;16025189;16025647;16025707;16027258;16027263;16027278;16027335;16085620;16086929;16087436;16087725;16088303	1.04340389162735e-68	5.64788249533768e-67	-0.0125666666666667;0.0125666666666666;-0.0844666666666667;-0.0507666666666667;0.135233333333333;-0.0154333333333333;-0.0102;-0.00676666666666667;0.0324000000000001;-0.0452;-0.0452333333333333;0.0904666666666667;-0.0286;-0.0496333333333333;-0.120666666666667;0.298633333333333;-0.0996666666666667;-0.0346333333333333;-0.0339;-0.0601;0.1286;0.0884;-0.0054;-0.0336333333333333;-0.0286;-0.0134;-0.0074;0.0821666666666667;0.0227;0.0200999999999999;-0.0108666666666667;-0.0356333333333333;-0.0322666666666667;-0.0235333333333333;-0.0227333333333333;0.1566;-0.0422333333333333;-0.114433333333333;-0.1012;-0.0278666666666667;0.129033333333333
