Gene	AS_event_ID	chromosome	strand	retained_intron_start	retained_intron_end	pvalue	qvalue	deltaPSI_control-KD
Unc-89	chr2R_-_24008145_24008699	chr2R	-	24008145	24008699	6.3550511913388e-05	0.000181450761563666	-0.313983728689611
EbpIII	chr2R_+_24026616_24027002	chr2R	+	24026616	24027002	7.58863666049109e-11	4.35012507591656e-10	-0.0679649648289199
Chi	chr2R_-_24033572_24033821	chr2R	-	24033572	24033821	2.12866567013854e-29	3.93405794384059e-28	-0.30222048703698
Vha68-1	chr2L_-_13003715_13003972	chr2L	-	13003715	13003972	0.000942717922222053	0.00226788741739017	-0.184314147898866
MAN1	chr2R_+_24034432_24034686	chr2R	+	24034432	24034686	4.53622371344699e-12	2.92078990656906e-11	-0.0677264845069121
yki	chr2R_-_24066716_24067161	chr2R	-	24066716	24067161	6.00107929214012e-19	6.52186575395575e-18	-0.16874090069941
Gpat4	chr2R_+_24070242_24070766	chr2R	+	24070242	24070766	1.69679688759642e-101	1.46323417677573e-99	-0.301649946922004
Gpat4	chr2R_+_24072224_24072703	chr2R	+	24072224	24072703	7.13011949098649e-37	1.75419331875923e-35	-0.295160738447178
CG16786	chr2R_+_24082038_24082979	chr2R	+	24082038	24082979	0.000210708417254751	0.000558588537340802	-0.346959986378479
CG16786	chr2R_+_24083069_24083469	chr2R	+	24083069	24083469	3.24671765290784e-08	1.40715687932263e-07	-0.386870038785394
gek	chr2R_-_24097625_24098496	chr2R	-	24097625	24098496	1.58550086011476e-10	8.80407138066521e-10	-0.238854544817536
enok	chr2R_+_24099371_24099873	chr2R	+	24099371	24099873	1.3698410005029e-05	4.28632210353987e-05	-0.249411485756324
CG4049	chr2R_-_24113271_24114003	chr2R	-	24113271	24114003	1.68946463003595e-09	8.44018465032871e-09	-0.316204964177901
AANAT1	chr2R_+_24155042_24155802	chr2R	+	24155042	24155802	0.00114332476943134	0.00271312060134563	-0.152356442657692
AANAT1	chr2R_+_24155977_24156895	chr2R	+	24155977	24156895	3.46945932237167e-08	1.49901766276812e-07	-0.168674248819429
CG3328	chr2R_+_24166498_24168456	chr2R	+	24166498	24168456	3.80339346223686e-05	0.000111962937978447	-0.136159220980062
CG9934	chr2L_-_13018177_13018788	chr2L	-	13018177	13018788	5.18128320533352e-10	2.73485500475146e-09	-0.0431072603490874
Fatp3	chr2R_+_24297384_24297681	chr2R	+	24297384	24297681	8.57535466763755e-35	1.96574994419308e-33	-0.248516484314768
betaTub60D	chr2R_+_24306138_24310720	chr2R	+	24306138	24310720	0.0030105848467442	0.00666583574015868	-0.020742237228427
bs	chr2R_+_24348460_24349680	chr2R	+	24348460	24349680	3.60609730318328e-05	0.000106492456307692	-0.282833818073845
mAChR-A	chr2R_-_24383619_24383922	chr2R	-	24383619	24383922	2.39799526973455e-10	1.30871593526095e-09	-0.892045454545455
Slik	chr2R_-_24393203_24393486	chr2R	-	24393203	24393486	2.75086114136606e-05	8.25829814979319e-05	-0.308670000266203
Slik	chr2R_-_24401808_24402215	chr2R	-	24401808	24402215	0.0133618124201038	0.026389021550128	0.0512382694021317
prom	chr2R_-_24417859_24418619	chr2R	-	24417859	24418619	0.000419137469323862	0.00106414457951958	-0.767507787165045
prom	chr2R_-_24420829_24421339	chr2R	-	24420829	24421339	0.0120362434318533	0.0239843043434037	-0.902798663324979
prom	chr2R_-_24421497_24421866	chr2R	-	24421497	24421866	0.00105444378820168	0.00251659507519591	-0.413383018792323
CG9932	chr2L_-_13025497_13026527	chr2L	-	13025497	13026527	0.000207813495398353	0.000551414765392547	-0.150718355824387
CG13579	chr2R_+_24483450_24484276	chr2R	+	24483450	24484276	8.2666401907553e-09	3.83544223204221e-08	-0.946946292863694
me31B	chr2L_+_10240084_10240490	chr2L	+	10240084	10240490	0.000203474846250258	0.000540724907661315	-0.562574595055414
CG13585	chr2R_+_24532643_24532895	chr2R	+	24532643	24532895	2.41199349738243e-11	1.44785785798655e-10	-0.0521613149906587
ITP	chr2R_+_24544090_24545425	chr2R	+	24544090	24545425	0.00170712948996625	0.0039410807383013	-0.315167821422949
Nurf-38	chr2R_-_24559132_24559453	chr2R	-	24559132	24559453	1.57629482839536e-18	1.66822786898619e-17	-0.0836592718723785
Nurf-38	chr2R_-_24560410_24560851	chr2R	-	24560410	24560851	6.53446662372523e-07	2.42470998069414e-06	-0.0623498738459668
Mmp1	chr2R_-_24676599_24682212	chr2R	-	24676599	24682212	3.28033387929971e-15	2.76398896347331e-14	-0.30708466055525
Mmp1	chr2R_-_24682441_24684705	chr2R	-	24682441	24684705	7.61390306848911e-14	5.75331658263522e-13	-0.381020989474129
NKAIN	chr2R_+_24881771_24882629	chr2R	+	24881771	24882629	0.00164449849522371	0.00380656461703856	-0.0557397895331895
NaCP60E	chr2R_+_24892548_24894082	chr2R	+	24892548	24894082	9.75299598839324e-15	7.90763739350236e-14	-0.409864586135773
NaCP60E	chr2R_+_24907273_24908477	chr2R	+	24907273	24908477	5.38207127929416e-05	0.000155106693022227	-0.534485884485884
NaCP60E	chr2R_+_24911453_24911997	chr2R	+	24911453	24911997	1.06505122771303e-11	6.62278823147464e-11	-0.540819368683146
NaCP60E	chr2R_+_24912549_24912825	chr2R	+	24912549	24912825	3.79384766443265e-11	2.23598509625275e-10	-0.361956271493021
NaCP60E	chr2R_+_24912981_24913674	chr2R	+	24912981	24913674	1.23827184249766e-16	1.15679850382059e-15	-0.609423702096116
NaCP60E	chr2R_+_24916890_24917318	chr2R	+	24916890	24917318	3.96914191328559e-08	1.70303007732445e-07	-0.452211575687185
pain	chr2R_-_24924641_24928243	chr2R	-	24924641	24928243	2.10106181764853e-12	1.39424976984123e-11	-0.396724386724387
Tina-1	chr2R_-_24941441_24942248	chr2R	-	24941441	24942248	7.21964563806445e-12	4.5615483088109e-11	-0.16980119011681
NONE	chr2R_-_24948767_24949114	chr2R	-	24948767	24949114	0.000172417376978422	0.000462911827122339	-0.0895615079585822
emp	chr2R_-_24978818_24979531	chr2R	-	24978818	24979531	5.96712359445229e-48	2.06752378279662e-46	-0.159988877711881
CG3829	chr2R_+_24987187_24988186	chr2R	+	24987187	24988186	7.34807148611283e-23	1.0000423317059e-21	-0.601950287296531
zip	chr2R_-_24991272_24991808	chr2R	-	24991272	24991808	6.50923015673782e-07	2.41590957075582e-06	-0.0862292314803527
zip	chr2R_-_24997301_24997576	chr2R	-	24997301	24997576	8.70537265829689e-21	1.05196843820136e-19	-0.343720673266128
uzip	chr2R_+_25012177_25012631	chr2R	+	25012177	25012631	1.61500713811977e-10	8.96061203055914e-10	-0.284283920495345
uzip	chr2R_+_25024919_25027701	chr2R	+	25024919	25027701	3.77739569546902e-08	1.62436303398533e-07	-0.672229386915862
gsb-n	chr2R_-_25048158_25051308	chr2R	-	25048158	25051308	1.31956422507847e-15	1.14768153867485e-14	-0.740427787614488
gsb-n	chr2R_-_25051623_25051949	chr2R	-	25051623	25051949	7.80090045559199e-17	7.38895671860972e-16	-0.689160561660561
gol	chr2R_-_25075722_25077172	chr2R	-	25075722	25077172	1.43231843037309e-09	7.21525365925687e-09	-0.393997053003632
gol	chr2R_-_25078006_25083863	chr2R	-	25078006	25083863	7.46204879159619e-07	2.75007225410474e-06	-0.542882098385611
lov	chr2R_-_25087734_25091590	chr2R	-	25087734	25091590	3.58432579933498e-15	3.01037916024457e-14	-0.706328953697375
Kr	chr2R_+_25226988_25227360	chr2R	+	25226988	25227360	1.03497459686639e-07	4.23510113054441e-07	-0.668518518518519
MFS17	chr2R_-_2564669_2565117	chr2R	-	2564669	2565117	0.0226969755828989	0.0428210485927976	-0.0852102265006159
NONE	chr2R_+_3003750_3004162	chr2R	+	3003750	3004162	0.000237679251528124	0.000625406371907662	-0.424623834842432
NONE	chr2R_+_3487150_3487674	chr2R	+	3487150	3487674	1.31555474703346e-06	4.70051259564422e-06	-0.712098621656093
uex	chr2R_-_3938885_3942932	chr2R	-	3938885	3942932	9.13309925941222e-11	5.19935612270081e-10	-0.243332814607324
IntS3	chr2R_-_4237723_4238017	chr2R	-	4237723	4238017	0.00076263384839641	0.00186078809030569	-0.152515797373412
Gprk1	chr2R_-_4350767_4351116	chr2R	-	4350767	4351116	1.40830014021533e-07	5.67429102035559e-07	-0.164959981996246
Gprk1	chr2R_-_4408032_4427934	chr2R	-	4408032	4427934	3.91047292984404e-10	2.0900657497486e-09	-0.24167239783897
NONE	chr2L_+_13191691_13191954	chr2L	+	13191691	13191954	0.000584966343835695	0.00145291015650191	-0.301905762304922
Edem2	chr2L_+_13193094_13193469	chr2L	+	13193094	13193469	4.87648943689363e-17	4.67876121520857e-16	-0.252128043948869
p120ctn	chr2R_+_4607320_4608357	chr2R	+	4607320	4608357	6.23573570239183e-24	8.94614212321485e-23	-0.319512687552547
NONE	chr2R_+_4625883_4626475	chr2R	+	4625883	4626475	3.22465441538996e-15	2.71867499135688e-14	-0.250136881706431
NONE	chr2R_+_4731912_4732210	chr2R	+	4731912	4732210	2.52835243600004e-38	6.55877085954506e-37	-0.684415981466798
conu	chr2R_+_4753463_4754498	chr2R	+	4753463	4754498	0.00446822401332543	0.00962018420783755	-0.258559484780129
conu	chr2R_+_4754670_4756169	chr2R	+	4754670	4756169	1.42259127450552e-05	4.44137565677063e-05	-0.129046764532469
CG17528	chr2R_-_4819936_4823903	chr2R	-	4819936	4823903	4.7829381809883e-31	9.45510940893892e-30	-0.513468626865229
Ir41a	chr2R_+_4949924_4950463	chr2R	+	4949924	4950463	1.39258414351875e-06	4.96037889424276e-06	-0.32832859511964
Pect	chr2L_+_13204272_13208108	chr2L	+	13204272	13208108	5.96457204187535e-08	2.51137658072534e-07	-0.0254125988988003
gus	chr2R_-_5117802_5120761	chr2R	-	5117802	5120761	2.89791233583368e-16	2.63564482144761e-15	-0.397045759024926
NONE	chr2R_-_5141890_5142617	chr2R	-	5141890	5142617	0.0106292547637715	0.0213864719780069	-0.395027463575851
Atf6	chr2R_+_5149156_5152787	chr2R	+	5149156	5152787	1.82243400750299e-18	1.92019957909418e-17	-0.318942288990347
Nipped-A	chr2R_-_5183626_5184122	chr2R	-	5183626	5184122	8.05876324152404e-07	2.95872892746333e-06	-0.142541425182933
Nipped-A	chr2R_-_5184660_5185573	chr2R	-	5184660	5185573	2.96540715365694e-14	2.3148524528334e-13	-0.257101872855419
Nipped-A	chr2R_-_5210874_5212327	chr2R	-	5210874	5212327	1.66604994518959e-11	1.01646880190457e-10	-0.266072989376176
Nipped-A	chr2R_-_5242062_5242383	chr2R	-	5242062	5242383	3.32725600275284e-13	2.3767253484014e-12	-0.259026526359198
Nipped-A	chr2R_-_5242582_5245950	chr2R	-	5242582	5245950	6.28324331553286e-11	3.63003643215036e-10	-0.242419209526935
sxc	chr2R_+_5328028_5329008	chr2R	+	5328028	5329008	2.16514786988821e-10	1.18648146036575e-09	-0.103430108171985
stw	chr2R_+_5439754_5440608	chr2R	+	5439754	5440608	1.70692929572686e-07	6.80906013729278e-07	-0.523690833681017
CG30440	chr2R_-_5484653_5485869	chr2R	-	5484653	5485869	1.87806461181599e-05	5.76734787869669e-05	-0.187049913886072
CG30440	chr2R_-_5485966_5491998	chr2R	-	5485966	5491998	6.60207037146755e-13	4.58637756445389e-12	-0.673402373770021
CG17508	chr2R_+_5610256_5611190	chr2R	+	5610256	5611190	6.82941491921575e-14	5.1816048790978e-13	-0.294747685642182
hrm	chr2R_-_5644041_5647720	chr2R	-	5644041	5647720	2.80873782188382e-16	2.55714183371507e-15	-0.205475784355694
Not3	chr2R_-_5658217_5660599	chr2R	-	5658217	5660599	1.07116929919252e-13	7.99195643388153e-13	-0.136076448463379
Cndp2	chr2R_+_5698008_5698454	chr2R	+	5698008	5698454	7.24189309166344e-11	4.15985783853585e-10	-0.113783572432503
Gp210	chr2R_+_5762193_5762592	chr2R	+	5762193	5762592	2.05484306474472e-10	1.12901938787403e-09	-0.182138909755166
Gp210	chr2R_+_5765148_5765486	chr2R	+	5765148	5765486	2.48588648560828e-11	1.49053170233471e-10	-0.18588794824113
Gp210	chr2R_+_5766203_5766451	chr2R	+	5766203	5766451	2.31131395956151e-13	1.6734947128433e-12	-0.216746216089241
Gp210	chr2R_+_5769495_5770468	chr2R	+	5769495	5770468	5.71841037942061e-12	3.6494564951663e-11	-0.13961183509462
Gp210	chr2R_+_5770856_5771914	chr2R	+	5770856	5771914	1.77845356224376e-13	1.30058109916087e-12	-0.207274319136476
ZnT41F	chr2R_-_5775429_5775728	chr2R	-	5775429	5775728	2.3736845657752e-24	3.47796813517066e-23	-0.623100601371629
ZnT41F	chr2R_-_5775856_5776320	chr2R	-	5775856	5776320	6.5473974145286e-12	4.15497189368399e-11	-0.511287347354363
ZnT41F	chr2R_-_5776591_5777362	chr2R	-	5776591	5777362	1.07178902954665e-26	1.75540269860403e-25	-0.673315540896186
CG5945	chr2L_+_13240909_13241502	chr2L	+	13240909	13241502	1.22634157179701e-67	6.51728568453074e-66	-0.918480857910721
mle	chr2R_-_5977468_5977985	chr2R	-	5977468	5977985	1.45369345777079e-11	8.92427054765364e-11	-0.222719024633918
mle	chr2R_-_5978677_5979317	chr2R	-	5978677	5979317	4.64037380046112e-07	1.75459995081185e-06	-0.212610192864548
SCAP	chr2R_-_6029859_6032096	chr2R	-	6029859	6032096	1.92010471959744e-07	7.61020228292574e-07	-0.312504157522799
CG14591	chr2R_-_6037404_6037659	chr2R	-	6037404	6037659	3.57579818657965e-27	5.97835680454401e-26	-0.661999071890671
Ars2	chr2R_-_6081415_6081734	chr2R	-	6081415	6081734	0.00116002794221434	0.00274979267849074	-0.128945454698716
lncRNA:CR43904	chr2R_+_6157924_6158638	chr2R	+	6157924	6158638	0.000114434171008866	0.000315203939668973	-0.241210920122651
Ptr	chr2R_-_6184722_6185278	chr2R	-	6184722	6185278	1.24545569845527e-34	2.83771100563473e-33	-0.712404345235759
Ptr	chr2R_-_6186689_6188068	chr2R	-	6186689	6188068	3.4699543313213e-33	7.4830501425407e-32	-0.643739703515117
CG44085	chr2L_+_13261177_13261499	chr2L	+	13261177	13261499	3.14884328128755e-26	5.04633264471964e-25	-0.46742869190687
Ttc7	chr2R_-_6210855_6211594	chr2R	-	6210855	6211594	2.47788790363447e-05	7.4821451496562e-05	-0.0806689821482557
Pld	chr2R_+_6253355_6253606	chr2R	+	6253355	6253606	4.35709885536108e-12	2.80975429634157e-11	-0.511388888888889
Pld	chr2R_+_6254254_6254843	chr2R	+	6254254	6254843	9.47315075197439e-18	9.5313794161366e-17	-0.680230867472247
NONE	chr2R_-_6506566_6506910	chr2R	-	6506566	6506910	1.61677441919018e-17	1.60325927432608e-16	-0.573592130782153
CG44085	chr2L_+_13271972_13272232	chr2L	+	13271972	13272232	1.84084895457421e-11	1.11777604871273e-10	-0.378188197395828
CG44085	chr2L_+_13273048_13273617	chr2L	+	13273048	13273617	1.02865703530739e-11	6.40678232909082e-11	-0.355131401564347
Debcl	chr2R_+_6651471_6651987	chr2R	+	6651471	6651987	7.66061000547464e-06	2.48212508452965e-05	-0.34622245408222
Hsepi	chr2R_-_6670334_6670860	chr2R	-	6670334	6670860	8.26808179228794e-20	9.429726192059e-19	-0.204749050632481
Tdc1	chr2R_-_6679061_6680048	chr2R	-	6679061	6680048	3.21097014398749e-11	1.90501050294197e-10	-0.493014032787434
CG44085	chr2L_+_13274850_13275586	chr2L	+	13274850	13275586	6.26552329189652e-14	4.76691567874858e-13	-0.335452753223862
CG3270	chr2R_+_6693652_6693960	chr2R	+	6693652	6693960	8.3129824722365e-06	2.67960373207769e-05	-0.178130209221892
Rab2	chr2R_+_6697002_6697414	chr2R	+	6697002	6697414	1.93359094786193e-06	6.76284117359962e-06	-0.115149761896683
CG44085	chr2L_+_13276512_13277042	chr2L	+	13276512	13277042	1.07622753093109e-06	3.88693869244484e-06	-0.336823361823362
CG45092	chr2R_-_6701922_6702385	chr2R	-	6701922	6702385	2.4907180202317e-06	8.59563581827107e-06	-0.182788112861363
CG45092	chr2R_-_6704586_6705233	chr2R	-	6704586	6705233	5.16125822785838e-14	3.95495579598463e-13	-0.275258059209866
CG45092	chr2R_-_6706198_6707643	chr2R	-	6706198	6707643	1.27100226633524e-07	5.14558458970469e-07	-0.211588590620849
l(2)01289	chr2R_-_6722908_6723654	chr2R	-	6722908	6723654	2.83546857692124e-05	8.49714026997612e-05	-0.57850052246604
l(2)01289	chr2R_-_6724022_6725253	chr2R	-	6724022	6725253	0.000662383119674936	0.00163159742825715	-0.43528231028231
l(2)01289	chr2R_-_6738355_6740037	chr2R	-	6738355	6740037	6.90897509881091e-08	2.88861305025508e-07	-0.430801868225803
Eb1	chr2R_+_6752231_6752630	chr2R	+	6752231	6752630	4.44212072501763e-14	3.42296434021287e-13	-0.0454176211384963
Epac	chr2R_-_6763183_6763465	chr2R	-	6763183	6763465	3.5203498616211e-53	1.38895568837e-51	-0.650166428774488
Epac	chr2R_-_6764736_6765534	chr2R	-	6764736	6765534	3.32791510651496e-34	7.45895107000557e-33	-0.56736334917169
Epac	chr2R_-_6766111_6767049	chr2R	-	6766111	6767049	2.53501243307821e-22	3.34690726315192e-21	-0.568723692059964
Epac	chr2R_-_6768665_6768924	chr2R	-	6768665	6768924	6.03117876970326e-11	3.49033032445624e-10	-0.451407303445347
Epac	chr2R_-_6769023_6769306	chr2R	-	6769023	6769306	1.94482048686089e-08	8.65800965061821e-08	-0.487656049645297
Epac	chr2R_-_6769359_6773638	chr2R	-	6769359	6773638	1.31774028313509e-08	5.98176151372124e-08	-0.356548310858656
Epac	chr2R_-_6797412_6798623	chr2R	-	6797412	6798623	0.000209944959994341	0.000556678079077572	-0.278319549163539
koi	chr2R_+_6811385_6811900	chr2R	+	6811385	6811900	2.9348813188857e-12	1.9201347281523e-11	-0.537297828027468
koi	chr2R_+_6812083_6812779	chr2R	+	6812083	6812779	2.97545262387669e-05	8.88926335294119e-05	-0.0555288822303519
koi	chr2R_+_6813753_6814035	chr2R	+	6813753	6814035	1.68201343102171e-20	1.99830364626719e-19	-0.191966227446786
CG15236	chr2R_+_6832931_6833613	chr2R	+	6832931	6833613	0.00127480604476564	0.00300162692541725	-0.41304347826087
coro	chr2R_-_6865374_6866685	chr2R	-	6865374	6866685	1.1838529929214e-11	7.32935539983152e-11	-0.108537880851639
Spn42De	chr2R_+_6887448_6887853	chr2R	+	6887448	6887853	1.59590919199441e-06	5.64373137173373e-06	-0.742904589371981
mim	chr2R_-_6926821_6928507	chr2R	-	6926821	6928507	0.00570046798679557	0.0120494629600621	-0.162459331654217
mim	chr2R_-_6930370_6931061	chr2R	-	6930370	6931061	2.00193791581039e-05	6.1250052606394e-05	-0.345040320258226
mim	chr2R_-_6932697_6933122	chr2R	-	6932697	6933122	7.55918261693022e-05	0.000213433638301231	-0.255470236929141
mim	chr2R_-_6934180_6934804	chr2R	-	6934180	6934804	0.00066137184579178	0.00162921864016728	-0.171541981410402
mim	chr2R_-_6936195_6938383	chr2R	-	6936195	6938383	8.68356994633653e-20	9.88625060323643e-19	-0.263762780109611
CG17002	chr2R_+_6988265_6988569	chr2R	+	6988265	6988569	2.32514421677437e-06	8.05531982633753e-06	-0.169034476809358
Tsp42Ed	chr2R_-_7010854_7011590	chr2R	-	7010854	7011590	1.38896332621793e-08	6.28791371755083e-08	-0.0912100205193651
Tsp42Eg	chr2R_+_7031912_7032325	chr2R	+	7031912	7032325	0.0009500059705637	0.00228457504786817	-0.0667685164849494
Ady43A	chr2R_-_7244515_7244986	chr2R	-	7244515	7244986	7.1171929572794e-09	3.32717084351279e-08	-0.475695063044842
pwn	chr2R_+_7282622_7283562	chr2R	+	7282622	7283562	2.27072825697712e-08	1.00342692619668e-07	-0.563600427350427
pwn	chr2R_+_7283727_7285667	chr2R	+	7283727	7285667	1.51391887221412e-19	1.7009918285906e-18	-0.673692381267704
Dscam1	chr2R_-_7321649_7322558	chr2R	-	7321649	7322558	0.000641587727666627	0.00158394634369701	-0.461008151008151
Dscam1	chr2R_-_7348975_7351459	chr2R	-	7348975	7351459	8.26913105794762e-20	9.4301711093999e-19	-0.763143160778308
Gene	AS_event_ID	chromosome	strand	retained_intron_start	retained_intron_end	pvalue	qvalue	deltaPSI_control-KD
Bdp1	chr2L_-_13372636_13372693	chr2L	-	13372636	13372693	7.84274644060995e-11	4.49129243767281e-10	-0.0428966153879283
scra	chr2R_+_7591425_7591505	chr2R	+	7591425	7591505	0.0117774785686808	0.0235050107966875	-0.0767032437145994
sax	chr2R_+_7807644_7807706	chr2R	+	7807644	7807706	4.40609007459917e-09	2.10510576553719e-08	0.0298524706370746
CG16848	chr2L_+_13412724_13412789	chr2L	+	13412724	13412789	1.3144247401401e-09	6.64570472941063e-09	0.112652507237511
CG2291	chr2R_-_8261190_8261253	chr2R	-	8261190	8261253	1.71367193334134e-08	7.67579090393066e-08	0.0974326918179424
boly	chr2R_-_8366104_8366167	chr2R	-	8366104	8366167	0.00685420952082316	0.0142834969248827	0.19786469849665
CG2127	chr2R_-_8369768_8369850	chr2R	-	8369768	8369850	5.08336041193356e-91	3.84379425989885e-89	0.733885108853016
CG16853	chr2L_+_13542961_13543011	chr2L	+	13542961	13543011	0.000205870859379923	0.000546614985084616	0.666583850931677
CG5565	chr2L_-_1355462_1355530	chr2L	-	1355462	1355530	1.50273665391136e-05	4.67669168273168e-05	0.348761546711056
CG9254	chr2L_-_13597024_13597148	chr2L	-	13597024	13597148	0.0207167994156109	0.0393853743634051	0.479221132897603
CNT1	chr2R_+_9084708_9084794	chr2R	+	9084708	9084794	0.000239879088209766	0.000630893114854805	0.204798784790315
CG18659	chr2R_-_9123623_9123687	chr2R	-	9123623	9123687	0.000837530722150797	0.00203033966337002	-0.51213282247765
Not1	chr2R_-_9575913_9575966	chr2R	-	9575913	9575966	0.0118647180296438	0.0236652541643611	-0.292145593869732
CG12929	chr2R_-_9586231_9586288	chr2R	-	9586231	9586288	5.98860303941094e-08	2.52082709633179e-07	-0.0651379303267601
dap	chr2R_+_9715122_9715195	chr2R	+	9715122	9715195	3.95020636664089e-06	1.33022390461612e-05	-0.421828714763497
lncRNA:CR44208	chr2R_+_9788605_9788666	chr2R	+	9788605	9788666	0.00111082263780094	0.00264142560093002	-0.0749119459807725
Sec24AB	chr2R_-_9880924_9880989	chr2R	-	9880924	9880989	2.9883479244831e-08	1.30085199290507e-07	-0.286305581970404
tea	chr2R_+_9895485_9895544	chr2R	+	9895485	9895544	1.96095621721056e-14	1.5532180282306e-13	-0.105965777796215
CG9008	chr2L_-_13774767_13774835	chr2L	-	13774767	13774835	0.00296134765872694	0.00656413252530306	-0.0710142360606604
CG12362	chr3L_+_10412901_10412960	chr3L	+	10412901	10412960	7.90520454263267e-10	4.09764558944638e-09	-0.070386240430644
S-Lap3	chr3L_+_10468517_10468589	chr3L	+	10468517	10468589	0.000512340793304651	0.00128346711119677	-0.461538461538462
tna	chr3L_+_10869945_10870039	chr3L	+	10869945	10870039	0.00715704700053363	0.0148652115575543	0.392918192918193
CG32081	chr3L_+_11028208_11028270	chr3L	+	11028208	11028270	0.0132909083985818	0.026259501714331	-0.153061109719196
Iyd	chr3L_-_11093494_11093637	chr3L	-	11093494	11093637	2.71714489686522e-15	2.30478843546262e-14	0.613094601647128
CG46439	chr3L_-_11095966_11096031	chr3L	-	11095966	11096031	5.47710518120377e-07	2.05194588641092e-06	-0.298320453912559
CG33489	chr3L_-_11575239_11575312	chr3L	-	11575239	11575312	0.00218605266345859	0.00496279536394426	-0.53916816304678
Duba	chr3L_-_11606471_11606534	chr3L	-	11606471	11606534	8.64746494626784e-27	1.42151088713416e-25	-0.0336345350025462
Sprn	chr3L_+_11879401_11879459	chr3L	+	11879401	11879459	0.000592514271399788	0.00147043196162121	-0.306498945142111
Sprn	chr3L_+_11879455_11879508	chr3L	+	11879455	11879508	4.17176369584582e-05	0.000122180887934508	0.0625203119441625
Sprn	chr3L_+_11880676_11880726	chr3L	+	11880676	11880726	2.612846404297e-20	3.06900047606195e-19	-0.136128035530122
vih	chr3L_+_12505458_12505511	chr3L	+	12505458	12505511	3.68573317991028e-17	3.56377217930984e-16	-0.665471787577051
CG9129	chr3L_+_1250781_1250860	chr3L	+	1250781	1250860	1.19875803258112e-08	5.4680244603107e-08	0.105189928772778
CG9133	chr3L_+_1253993_1254074	chr3L	+	1253993	1254074	1.97663141150512e-24	2.90930860345235e-23	-0.00727158111214645
CG9133	chr3L_+_1254324_1254396	chr3L	+	1254324	1254396	5.32817026092147e-06	1.76418568368929e-05	-0.000801102108402511
CG10973	chr3L_-_12753344_12753403	chr3L	-	12753344	12753403	4.47093344677286e-05	0.000130361069300353	-0.0324741416284955
NONE	chr2L_*_1026250_1026270	chr2L	*	1026250	1026270	0.0377495203435877	0.0678603410036568	-0.111616040019796
Herc4	chr3L_+_1313908_1313973	chr3L	+	1313908	1313973	0.000102740169780814	0.000284704120896477	-0.0642869778140619
CG32119	chr3L_-_13247937_13247990	chr3L	-	13247937	13247990	0.000393524499867908	0.00100288361782073	-0.00211160924502844
CG32119	chr3L_-_13248248_13248330	chr3L	-	13248248	13248330	2.54090779427941e-13	1.83157370222598e-12	0.733219660464082
CG10171	chr3L_-_13386538_13386599	chr3L	-	13386538	13386599	7.58818828386446e-10	3.94031639012299e-09	-0.0325959370655124
cmb	chr3L_+_13445639_13445734	chr3L	+	13445639	13445734	2.56032511659885e-12	1.68564359172157e-11	-0.268186593047768
stv	chr3L_+_13481135_13481212	chr3L	+	13481135	13481212	0.00184304606805817	0.00423415513433871	0.0302883423475578
CG6650	chr3L_+_14033222_14033277	chr3L	+	14033222	14033277	0.00167013419016313	0.00386140595658389	0.324314574314574
CG13481	chr3L_-_14369263_14369320	chr3L	-	14369263	14369320	1.36215416195645e-09	6.87754448654095e-09	-0.328307144972265
ome	chr3L_+_14691566_14691640	chr3L	+	14691566	14691640	0.0030852490342747	0.00682112330339638	0.279626550053379
CG15286	chr2L_+_14338562_14338633	chr2L	+	14338562	14338633	0.0382581141832708	0.0686762383938802	-0.209457290460793
CG15286	chr2L_+_14339737_14339794	chr2L	+	14339737	14339794	0.0465872412033293	0.0819676932742167	-0.276818606230371
gdl	chr3L_+_15509703_15509757	chr3L	+	15509703	15509757	0.000664600772921967	0.00163655280693498	-0.307107072494069
AGO2	chr3L_+_15559261_15559326	chr3L	+	15559261	15559326	2.33457733175788e-05	7.0746445962849e-05	0.516870677215505
CG12099	chr3L_-_1558214_1558321	chr3L	-	1558214	1558321	6.23796392378777e-05	0.000178300181969307	-0.410385091035082
DCP2	chr3L_-_15823755_15823806	chr3L	-	15823755	15823806	0.000276909562409174	0.000721980456643874	-0.594906964380649
Taf4	chr3L_+_16114141_16114310	chr3L	+	16114141	16114310	2.13446682221762e-10	1.1705652679639e-09	-0.0346713302242949
CG33791	chr3L_+_1616762_1616818	chr3L	+	1616762	1616818	0.0010899734032601	0.0025954719534621	-0.00802559135055163
Srrm234	chr3L_-_1655151_1655252	chr3L	-	1655151	1655252	0.00695892525379236	0.0144833599922686	0.157285433417965
Apl	chr3L_+_16596676_16596735	chr3L	+	16596676	16596735	3.0458885428948e-11	1.81203010021915e-10	-0.680902239522929
Apl	chr3L_+_16600163_16600228	chr3L	+	16600163	16600228	9.50563647176169e-10	4.88019226367657e-09	-0.21603668131953
CG13032	chr3L_+_16674778_16674848	chr3L	+	16674778	16674848	0.0448351078546359	0.079179966054582	0.576879910213243
CG9692	chr3L_+_16705790_16705889	chr3L	+	16705790	16705889	3.64014923878997e-05	0.00010742930743012	0.359776401788786
Lasp	chr3L_-_16711049_16711101	chr3L	-	16711049	16711101	0.000446948191760604	0.00112962098941858	-0.458943937539409
TSG101	chr3L_+_16843233_16843295	chr3L	+	16843233	16843295	1.36569537363302e-05	4.27400452669716e-05	-0.135007260855312
