FlyBase ID,Gene,Chr,Average,log2(SRPK/Control),pvalue,padj,log2(U2af38/Control),pvalue,padj
FBgn0265311, lncRNA:CR44284,chr2R,93.75572002,-1.230613264,9.86E-09,1.07E-07,-2.266309652,1.67E-21,6.49E-21
FBgn0265312, lncRNA:CR44285,chr2R,15.54701998,0.166330664,0.318068519,0.468280699,4.153505458,2.82E-09,6.66E-09
FBgn0265313, CG44286,chr2R,18.54775366,0.354038485,0.072318187,0.147677886,0.809471708,0.047686554,0.062203562
FBgn0265314, asRNA:CR44287,chr3R,205.0329223,-0.613763371,4.23E-06,2.84E-05,-3.96971458,2.19E-81,2.53E-80
FBgn0265315, lncRNA:CR44288,chr3R,0.822194999,0.038419907,0.749152194,NA,1.406597912,0.114984182,0.1424961
FBgn0265316, lncRNA:CR44289,chr3R,14.49356523,0.054789983,0.682493612,0.796003907,7.192078044,3.49E-11,9.16E-11
FBgn0265317, CG44290,chr3R,39.78239976,-1.9055401,1.21E-12,2.35E-11,-2.689779217,3.04E-19,1.10E-18
FBgn0265318, asRNA:CR44291,chr3R,210.4534597,-0.047991737,0.648727766,0.768520027,-2.201082736,9.35E-40,5.64E-39
FBgn0265338, lncRNA:CR44292,chr2R,38.1571797,-1.261085568,1.50E-05,8.97E-05,0.589535723,0.017079284,0.023468797
FBgn0265339, asRNA:CR44293,chr2R,11.25038576,-0.749041761,0.008964861,0.025549142,0.034900426,0.92417251,0.940605484
FBgn0265340, lncRNA:CR44294,chr2R,30.41335841,0.159167867,0.333420897,0.48497038,1.53832575,0.001287604,0.00198314
FBgn0265341, lncRNA:CR44295,chr2R,119.0827946,-0.566286161,8.24E-06,5.19E-05,-2.587205549,1.90E-45,1.27E-44
FBgn0265342, CG44296,chr2R,628.8986365,-0.331778492,0.086062534,0.16968328,-2.351544774,2.93E-06,5.62E-06
FBgn0265343, asRNA:CR44297,chr2R,10.46451071,-0.097797151,0.486778471,0.633615704,3.648401837,0.00013201,0.000222506
FBgn0265344, lncRNA:CR44298,chr2R,10.47401877,0.053753554,0.694650593,0.802955482,4.295423777,4.24E-05,7.42E-05
FBgn0265345, lncRNA:CR44299,chr2R,126.1641276,0.688267879,0.013322695,0.03597797,5.822278862,3.83E-26,1.69E-25
FBgn0265346, lncRNA:CR44300,chr2R,19.48643383,-0.223624274,0.19265421,0.320646258,-4.169420654,2.91E-09,6.86E-09
FBgn0265347, lncRNA:CR44301,chr2R,2.735946136,0.205841885,0.212660681,0.345268429,-0.186356206,0.770714831,0.808055666
FBgn0265348, lncRNA:CR44302,chr2R,335.500831,-0.968709563,5.36E-14,1.22E-12,-3.644835532,3.52E-117,6.41E-116
FBgn0265349, Sfp33A4,chr2L,0.541138461,0.063006608,0.559346173,NA,0.156652521,0.839754375,0.868837678
FBgn0265351, nac,chr3R,73.34391223,-0.118857221,0.406357886,0.5583428,0.955876006,3.93E-06,7.47E-06
FBgn0265356, tn,chr2R,417.7622212,-0.246059288,0.051622197,0.112239119,1.602268272,4.71E-24,1.97E-23
FBgn0265362, CG44303,chrX,63.54351802,-0.078189476,0.613658447,0.739859518,0.01061102,0.973937552,0.98414814
FBgn0265363, asRNA:CR44304,chr2R,52.98234964,-0.558850272,0.002509711,0.008489625,-1.562668621,5.83E-09,1.35E-08
FBgn0265364, lncRNA:CR44305,chr2R,161.5600607,-2.199143309,2.61E-36,4.17E-34,-1.238930343,5.02E-15,1.57E-14
FBgn0265365, lncRNA:CR44306,chr2R,10.85809091,-0.114398224,0.471649091,0.621591322,0.692989392,0.101730727,0.126934456
FBgn0265366, lncRNA:CR44307,chr2L,13.63376481,-0.214141904,0.222406539,0.357526993,0.590172783,0.202257939,0.241208594
FBgn0265367, lncRNA:CR44308,chr2L,414.2406826,-0.487905435,1.62E-07,1.44E-06,-1.850170728,4.92E-64,4.50E-63
FBgn0265368, lncRNA:CR44309,chr2L,179.195979,-2.469338093,1.16E-45,3.24E-43,-3.021254485,8.93E-61,7.76E-60
FBgn0265369, lncRNA:CR44310,chr2L,16.46625097,0.521603722,0.031297217,0.074054209,4.793485102,4.85E-07,9.85E-07
FBgn0265370, lncRNA:CR44311,chr2L,2.857161904,0.180211355,0.222452519,0.357529609,4.492277827,0.000198276,0.000329399
FBgn0265371, lncRNA:CR44312,chr2R,2.998015913,-0.083835091,0.522357752,0.663798672,3.639260385,0.001252427,0.001932154
FBgn0265372, lncRNA:CR44313,chr2R,105.0781639,-2.707779316,1.65E-31,1.87E-29,-3.458849742,2.44E-42,1.55E-41
FBgn0265373, CG44314,chr2R,384.6558017,-1.015836914,1.47E-22,8.14E-21,-3.334294741,6.05E-148,1.56E-146
FBgn0265374, lncRNA:CR44315,chr2R,5.803894627,-0.780070547,0.010396656,0.029009153,-0.352080708,0.50438132,0.554578058
FBgn0265375, lncRNA:CR44316,chr2R,35.49405619,-0.450759253,0.013418155,0.036199381,-1.779289418,1.24E-08,2.81E-08
FBgn0265376, lncRNA:CR44317,chr3R,56.96084255,-0.100059142,0.508511113,0.651510801,2.169184278,5.48E-16,1.78E-15
FBgn0265377, lncRNA:CR44318,chr3R,4.267748755,0.12759173,0.365129409,0.517216269,5.272077247,4.86E-06,9.17E-06
FBgn0265378, lncRNA:CR44319,chr3R,60.30444763,0.584546031,0.000568911,0.002287276,-2.555835632,1.74E-17,6.00E-17
FBgn0265379, lncRNA:CR44320,chr3R,8.013003691,-0.145688722,0.344923923,0.496860568,3.570988689,1.06E-05,1.95E-05
FBgn0265380, asRNA:CR44321,chr3R,4.437257508,-0.031963922,0.824866787,0.900616439,2.548788329,0.002491777,0.003735884
FBgn0265381, lncRNA:CR44322,chr3R,44.83850521,-0.07129959,0.630173932,0.7540199,-1.0369046,0.000145977,0.000245236
FBgn0265382, lncRNA:CR44323,chr3R,87.15647308,0.47968707,0.001891644,0.006596817,0.567592338,0.003262633,0.004846127
FBgn0265383, lncRNA:CR44324,chr3R,356.8347385,-0.293098088,0.012209697,0.033391813,-3.961118902,8.64E-110,1.45E-108
FBgn0265413, CG44325,chrX,967.9336449,-0.189395426,0.052611823,0.114006425,-0.269862058,0.01450559,0.020086966
FBgn0265414, lncRNA:CR44326,chr2L,135.8123477,-1.325578156,2.52E-14,5.98E-13,-7.543645871,2.54E-42,1.60E-41
FBgn0265416, Neto,chrX,103.4638374,0.218365161,0.118231037,0.219094342,0.585154753,0.002186876,0.003298211
FBgn0265417, CG44329,chrX,425.3920154,0.344607688,0.002655363,0.008928002,-0.512325638,0.000276399,0.000454059
FBgn0265418, lncRNA:CR44330,chr3R,152.4849793,0.744896179,2.27E-05,0.000129865,1.525424029,8.30E-15,2.57E-14
FBgn0265419, lncRNA:CR44331,chr3R,20.12892746,-0.071807265,0.643177476,0.763941215,-0.526728285,0.191376804,0.229124813
FBgn0265420, lncRNA:CR44332,chr3R,53.27405669,-2.465374256,1.62E-20,7.32E-19,-2.393523746,7.85E-20,2.90E-19
FBgn0265421, lncRNA:CR44333,chr3R,52.19000115,-0.093888889,0.536626208,0.676735313,-1.596413276,5.45E-07,1.10E-06
FBgn0265422, lncRNA:CR44334,chr3R,8.28398566,0.05417872,0.690808562,0.801180896,5.573372394,3.02E-07,6.20E-07
FBgn0265423, CG44335,chr3R,248.3294745,-0.433251566,1.77E-05,0.000104189,-1.861044898,3.11E-50,2.28E-49
FBgn0265424, lncRNA:TS14,chr3R,17.02112069,0.223909047,0.166688062,0.287048166,7.216272412,2.27E-10,5.72E-10
FBgn0265425, lncRNA:CR44337,chr3R,57.5792141,-1.805937221,4.30E-12,7.72E-11,-2.404344255,2.30E-17,7.86E-17
FBgn0265426, lncRNA:CR44338,chr3R,15.44832443,-0.145733496,0.362444078,0.514323934,-2.294955172,3.33E-06,6.37E-06
FBgn0265427, lncRNA:CR44339,chr2R,17.9213906,-0.001996051,0.989589019,1,1.058585581,0.003757705,0.005541235
FBgn0265428, asRNA:CR44340,chrX,19.06931722,-0.228868031,0.172901812,0.295351029,-0.694464267,0.043171806,0.056618264
FBgn0265429, CG44341,chr2R,377.2178679,-0.263653846,0.018570803,0.047735728,-1.287010492,9.16E-19,3.26E-18
FBgn0265434, zip,chr2R,10553.03651,0.185427121,0.000108827,0.000524362,-0.852808252,9.77E-66,9.23E-65
FBgn0265443, lncRNA:CR44343,chr2R,146.3189742,-0.43458927,0.00150721,0.005404393,-2.476047385,1.18E-34,6.40E-34
FBgn0265444, lncRNA:CR44344,chr2R,44.11796622,-2.422095469,2.01E-05,0.00011634,2.77072629,1.02E-15,3.27E-15
FBgn0265445, lncRNA:CR44345,chr2L,4.667631195,0.180497925,0.267354571,0.410392612,2.547652339,0.004678854,0.006829877
FBgn0265446, lncRNA:CR44346,chr2L,9.66886859,-2.520510315,4.50E-07,3.69E-06,-1.786323368,0.000128523,0.000216782
FBgn0265447, lncRNA:CR44347,chr3L,18.48596006,0.70472999,0.004005305,0.012728865,0.040969978,0.899226931,0.920298703
FBgn0265448, lncRNA:CR44348,chr3L,30.10380895,-0.299842834,0.0900832,0.176060292,0.768928438,0.015037259,0.02078545
FBgn0265449, lncRNA:CR44349,chr3R,78.61757889,-2.31563871,5.43E-29,5.18E-27,-1.249483275,1.18E-11,3.17E-11
FBgn0265450, lncRNA:CR44350,chr3R,64.39594542,3.543835042,1.56E-21,7.82E-20,2.843864598,1.43E-13,4.23E-13
FBgn0265451, asRNA:CR44351,chr3L,28.47886698,3.453341961,4.65E-11,7.17E-10,3.95146648,2.36E-12,6.57E-12
FBgn0265452, lncRNA:CR44352,chr2L,32.66484657,0.68757847,0.001790319,0.006285609,-0.944872662,0.003969585,0.005836233
FBgn0265453, lncRNA:CR44353,chrX,8.922743274,-0.129267562,0.421965787,0.573844995,0.656093454,0.147554259,0.179947097
FBgn0265454, lncRNA:CR44354,chrX,0.531955375,0.025022231,0.808644556,NA,0,1,1
FBgn0265455, CG44355,chr3L,183.5339496,-1.803878606,1.52E-40,3.17E-38,-6.55541203,1.58E-82,1.86E-81
FBgn0265457, lncRNA:CR44357,chrX,33.88918343,-0.196431921,0.228842282,0.365359009,1.679975218,1.16E-07,2.46E-07
FBgn0265458, asRNA:CR44358,chrX,385.5062125,-0.326675031,0.001955377,0.006786834,-2.127284925,2.87E-57,2.36E-56
FBgn0265464, Traf6,chrX,214.8649697,0.151894898,0.195079149,0.323689986,0.295174413,0.037136854,0.049068161
FBgn0265467, lncRNA:CR44360,chr3L,110.4661193,-0.385877829,0.00446483,0.014007004,-3.011896505,2.39E-39,1.43E-38
FBgn0265468, lncRNA:CR44361,chr3L,2.607447679,0.07095679,0.620256961,0.745751565,2.030623951,0.018773843,0.025687862
FBgn0265469, CG44362,chr3L,3.8368966,-0.018759681,0.885413614,0.937886878,3.104987039,0.002721544,0.004071271
FBgn0265470, lncRNA:CR44363,chr3L,0.519841859,0.028312411,0.793409453,NA,1.061610603,0.221932858,0.262707225
FBgn0265487, mbl,chr2R,2861.365157,0.104836926,0.117443797,0.217936106,-0.137536169,0.050509564,0.06567144
FBgn0265496, lncRNA:CR44365,chr2R,9.872516278,0.063560793,0.669313783,0.786435689,2.763790799,0.000781529,0.00122886
FBgn0265497, lncRNA:CR44366,chr2R,5.840817053,-0.244068937,0.157925379,0.275519203,1.077148581,0.077046441,0.097734351
FBgn0265498, asRNA:CR44367,chr2R,6.663370502,-0.191659838,0.260229718,0.402284353,0.468827129,0.344333029,0.392737298
FBgn0265499, asRNA:CR44368,chr2R,173.1681933,0.389109148,0.003445378,0.011192098,-0.323171656,0.056889422,0.073442575
FBgn0265500, lncRNA:CR44369,chr2R,113.4845882,0.011795305,0.922706795,0.962902385,-1.685897714,4.25E-20,1.58E-19
FBgn0265508, asRNA:CR44370,chr2R,14491.05024,-1.919158471,3.73E-158,2.00E-154,-1.889789484,5.97E-153,1.64E-151
FBgn0265509, lncRNA:CR44371,chr2R,19.62236514,-1.576405886,2.99E-06,2.07E-05,-3.357038019,1.56E-12,4.39E-12
FBgn0265510, asRNA:CR44372,chr2R,200.7832099,-1.627022243,1.29E-23,7.76E-22,-2.064401969,1.90E-34,1.03E-33
FBgn0265511, lncRNA:CR44373,chr2R,57.74003622,0.058002493,0.677241752,0.792573427,-2.857475739,3.65E-22,1.45E-21
FBgn0265512, mlt,chr2R,5278.311014,-0.159480232,0.061568776,0.129600705,-2.212149706,1.75E-116,3.16E-115
FBgn0265523, Smr,chrX,1403.358408,-0.146535668,0.060905314,0.128472521,0.56514361,1.04E-11,2.80E-11
FBgn0265524, asRNA:CR44374,chrX,21.0438551,-0.129911873,0.411999737,0.564146404,1.205074732,0.000634889,0.001007258
FBgn0265525, asRNA:CR44375,chr2R,2.197018967,0.039722643,0.754457725,0.847323181,1.197321534,0.146611581,0.178914561
FBgn0265526, lncRNA:CR44376,chr2R,153.4876616,-0.432445969,0.000417996,0.001740877,-1.996174777,3.92E-34,2.11E-33
FBgn0265527, lncRNA:CR44377,chr2R,119.0258278,-0.197419107,0.160738606,0.279369104,-1.884995572,8.46E-16,2.73E-15
FBgn0265529, lncRNA:CR44379,chr2R,106.9081545,-1.685376928,2.92E-21,1.42E-19,-2.359529771,3.30E-35,1.82E-34
FBgn0265530, lncRNA:CR44380,chr2R,96.6188472,-0.745090148,6.18E-06,4.00E-05,-0.376912851,0.026352407,0.0354444
FBgn0265531, asRNA:CR44381,chrX,14.11345722,0.268617087,0.135299675,0.243938868,0.718715418,0.067710257,0.086545897
FBgn0265532, asRNA:CR44382,chrX,27.4332422,-0.053919021,0.722788917,0.82305431,-0.866616699,0.00702569,0.010091457
FBgn0265533, CR44383,chrX,33.77024743,0.178463459,0.255283496,0.396501014,-4.089053601,9.68E-10,2.35E-09
FBgn0265534, lncRNA:CR44384,chrX,73.53173834,-0.182726493,0.211858878,0.344243987,-0.127802378,0.542314956,0.59182484
FBgn0265535, CG44385,chrX,728.540294,-0.173436989,0.010409478,0.02903488,-0.212338741,0.002792145,0.004171305
FBgn0265536, asRNA:CR44386,chr2R,16.50841125,0.097259613,0.535722206,0.6759735,1.461608864,0.001575775,0.002407299
FBgn0265537, lncRNA:CR44387,chr2R,58.27203292,-2.207380923,1.70E-26,1.35E-24,-4.353008839,1.69E-48,1.20E-47
FBgn0265538, CG44388,chr2R,6.616858563,0.049855043,0.711561368,0.814883591,4.789019406,1.40E-05,2.55E-05
FBgn0265539, lncRNA:CR44389,chr2R,13.26961829,0.241354166,0.181733424,0.306603836,3.127312307,7.97E-05,0.000136539
FBgn0265540, asRNA:CR44390,chr2R,102.1651562,-0.425594097,0.013616113,0.036617011,2.098082589,8.79E-21,3.35E-20
FBgn0265541, CR44391,chr2R,33.6208655,-0.122950936,0.436380497,0.587697467,-0.049411948,0.881021846,0.904925121
FBgn0265542, lncRNA:CR44392,chr2L,20.50054543,-0.358383614,0.062638189,0.131508385,0.069727449,0.82726867,0.857857099
FBgn0265543, lncRNA:CR44393,chr2L,54.09428155,-0.027557178,0.857056314,0.922834455,3.862071425,9.44E-32,4.82E-31
FBgn0265544, CR44394,chr2L,44.78592215,-0.250555135,0.11019205,0.207189305,-1.178568696,2.70E-05,4.80E-05
FBgn0265545, lncRNA:CR44395,chr2L,50.49289421,-2.08107855,1.19E-14,2.95E-13,-1.068475806,1.18E-05,2.17E-05
FBgn0265546, lncRNA:CR44396,chr2L,416.5300234,-0.166126707,0.203307481,0.33362526,-3.578270163,9.02E-69,8.91E-68
FBgn0265547, lncRNA:CR44397,chr2L,129.7523599,-1.034654543,2.95E-12,5.44E-11,-3.351704902,9.36E-64,8.53E-63
FBgn0265548, lncRNA:CR44398,chr2L,102.3068962,-1.093783269,1.17E-11,1.97E-10,-3.800910094,2.25E-64,2.07E-63
FBgn0265549, lncRNA:CR44399,chr2L,16.17033601,-0.168828264,0.306123352,0.455371903,0.989606458,0.016100397,0.022185504
FBgn0265550, lncRNA:CR44400,chr3R,36.00653817,-0.551858675,0.004581117,0.014341119,-2.378324891,6.49E-13,1.86E-12
FBgn0265551, lncRNA:CR44401,chr3R,51.74662514,-1.453889256,1.01E-10,1.47E-09,-0.500164023,0.011951544,0.016708848
FBgn0265574, Cdc5,chr3L,1111.410941,0.315357905,3.90E-06,2.65E-05,0.482423189,1.05E-11,2.84E-11
FBgn0265575, yin,chrX,565.1183517,-0.289342711,0.001130278,0.004193863,-1.300089611,7.51E-37,4.29E-36
FBgn0265576, CG44403,chr2R,1835.45385,-1.119415321,4.89E-32,5.98E-30,-3.437179553,1.68E-249,1.64E-247
FBgn0265577, IBIN,chr2R,9.282191825,-0.085482893,0.557220246,0.693921274,2.519062113,0.001595861,0.002437096
FBgn0265578, CG44405,chr2L,858.6463765,-0.587044779,2.63E-09,3.09E-08,-1.88659948,1.75E-65,1.64E-64
FBgn0265579, CG44406,chr2L,14.07965869,-0.181294329,0.246154714,0.385957333,5.162488216,9.75E-10,2.36E-09
FBgn0265580, lncRNA:CR44407,chr2L,0.520061807,-0.038947677,0.695462149,NA,0.275545596,0.724993453,0.765623399
FBgn0265581, lncRNA:CR44408,chr2L,2.231807437,0.039912339,0.773154642,0.861507513,-0.415442611,0.546488813,0.595867667
FBgn0265582, lncRNA:CR44409,chr2L,20.97061374,-0.363290893,0.056499817,0.120952071,0.852728395,0.00944009,0.013359188
FBgn0265583, lncRNA:CR44410,chr2L,2.464108956,0.049594635,0.70316444,0.808470812,3.098222266,0.003553421,0.005258951
FBgn0265584, lncRNA:CR44411,chr2L,2.885936866,0.122802703,0.373961423,0.525508877,1.935696565,0.038236547,0.050441683
FBgn0265585, lncRNA:CR44412,chr2L,311.3266931,-1.40067928,3.10E-32,3.91E-30,-4.496400671,2.93E-170,9.84E-169
FBgn0265586, lncRNA:CR44413,chr2L,100.314683,-1.127542841,5.20E-10,6.91E-09,-2.942125939,2.31E-37,1.33E-36
FBgn0265587, lncRNA:CR44414,chr2L,9.615856584,0.187936756,0.269906082,0.413280069,3.28944572,8.65E-06,1.60E-05
FBgn0265588, lncRNA:CR44415,chr2L,16.71944118,0.064550086,0.675846654,0.79151531,0.416740485,0.216890684,0.257101615
FBgn0265589, asRNA:CR44416,chr2R,4.7239406,0.198969537,0.244874838,0.384632904,0.869461349,0.149767994,0.182408063
FBgn0265590, lncRNA:CR44417,chr2R,48.66681436,0.064469769,0.66088028,0.77942296,-0.185703347,0.436937406,0.487193487
FBgn0265591, lncRNA:CR44418,chr2R,342.1176956,-0.37626292,0.000745977,0.002912019,-1.460360908,5.54E-27,2.50E-26
FBgn0265592, lncRNA:CR44419,chr2R,2.460119878,-0.195496834,0.202363275,0.332577904,0.531862628,0.399905778,0.449428385
FBgn0265593, lncRNA:CR44420,chr2R,349.2638441,-0.697484928,1.52E-08,1.60E-07,-2.579955614,5.51E-70,5.52E-69
FBgn0265594, lncRNA:CR44421,chr2R,16.51939176,-0.204709539,0.212635625,0.345262518,-3.27545099,7.41E-09,1.70E-08
FBgn0265595, CG44422,chrX,107.3951073,0.082534226,0.554979096,0.69207473,1.207292029,2.57E-09,6.08E-09
FBgn0265596, lncRNA:CR44423,chrX,7.897249731,0.087572621,0.575004992,0.708029518,0.280642076,0.483664908,0.533724448
FBgn0265597, rad,chrX,63.9340778,1.092287701,0.000121604,0.000578488,2.882589566,3.30E-19,1.19E-18
FBgn0265598, Bx,chrX,327.6837768,0.069193417,0.42469448,0.576330385,-1.635452767,1.10E-46,7.58E-46
FBgn0265605, Ric,chr2R,1107.020953,0.157587985,0.030324731,0.07212973,0.756281844,1.82E-23,7.48E-23
FBgn0265606, Prosalpha4T1,chr3R,909.1432125,0.082281173,0.225945196,0.361689585,-0.022865233,0.740525284,0.780698362
FBgn0265607, beat-IIIa,chr2L,0,0,NA,NA,0,NA,NA
FBgn0265608, CG44426,chrX,9.575874695,-0.02231918,0.883833659,0.937430577,-2.251564645,0.000353472,0.000574872
FBgn0265609, asRNA:CR44427,chrX,34.53205413,-1.09335521,1.38E-05,8.33E-05,-4.324353091,7.02E-21,2.69E-20
FBgn0265610, CG44428,chrX,23.26846174,-0.698619099,0.002801838,0.009354158,-1.699861181,1.54E-06,3.01E-06
FBgn0265611, asRNA:CR44429,chrX,14.53147235,-0.014174736,0.92617947,0.965651258,1.032947025,0.006513633,0.009386505
FBgn0265612, lncRNA:CR44430,chrX,16.51415418,0.109505789,0.484919578,0.631798403,-0.148529054,0.659331884,0.703995354
FBgn0265613, asRNA:CR44431,chrX,121.1115707,-0.280610952,0.050674443,0.110700999,0.819241596,1.68E-05,3.04E-05
FBgn0265614, lncRNA:CR44432,chr2R,90.88369677,-1.253989881,9.32E-11,1.37E-09,-4.876001648,3.42E-46,2.33E-45
FBgn0265623, Su(z)2,chr2R,561.5997161,0.712521868,5.61E-13,1.13E-11,0.657664288,1.31E-10,3.34E-10
FBgn0265625, CG44433,chr2R,7193.846846,-0.32386506,6.65E-06,4.27E-05,-1.308265171,7.78E-65,7.23E-64
FBgn0265626, CG44434,chr2R,0,0,NA,NA,0,NA,NA
FBgn0265627, CG44435,chr2R,0,0,NA,NA,0,NA,NA
FBgn0265629, CG44437,chrX,836.8934151,-0.230936554,0.002034458,0.007030983,-0.001717139,0.98189864,0.991058143
FBgn0265630, sno,chrX,10116.17944,0.249906621,0.003300033,0.010785147,1.061708735,6.17E-30,2.99E-29
FBgn0265631, CG44438,chr2R,3.088200583,0,1,1,4.613815613,0.000184577,0.000307464
FBgn0265632, CG44439,chr2R,7.140863884,0.512115837,0.026495033,0.064311011,6.064504087,5.21E-08,1.13E-07
FBgn0265633, lncRNA:CR44440,chr4,10.23959927,0.476084827,0.035053619,0.081080982,5.463512647,2.78E-07,5.72E-07
FBgn0265634, lncRNA:CR44441,chr4,19.16483442,0.312286596,0.109327908,0.205885355,4.186304516,6.02E-13,1.73E-12
FBgn0265635, lncRNA:CR44442,chr2R,18.02623874,-0.044209481,0.773598542,0.861799039,1.816636011,8.84E-06,1.64E-05
FBgn0265636, lncRNA:CR44443,chr2R,2.491926974,0.04393286,0.737082393,0.833535368,2.682769821,0.009004892,0.012776738
FBgn0265637, lncRNA:CR44444,chr2R,6.871672346,-0.125889419,0.416247188,0.568369371,3.315573245,3.15E-05,5.59E-05
FBgn0265638, lncRNA:CR44445,chr2R,23.50598553,0.095669919,0.53999788,0.67940111,2.365580539,1.45E-09,3.48E-09
FBgn0265639, lncRNA:CR44446,chr2R,3.109144555,-0.020470807,0.886104031,0.938297887,1.693010587,0.027875423,0.037364028
FBgn0265640, lncRNA:CR44447,chr2R,18.7210774,-1.709331628,1.49E-06,1.10E-05,-1.931022901,5.00E-07,1.01E-06
FBgn0265641, lncRNA:CR44448,chr2R,3.511861685,-0.155515662,0.288067578,0.434486434,2.218985822,0.011826697,0.016550863
FBgn0265642, lncRNA:TS18,chr2R,10.87336815,0.071139693,0.642662845,0.763635789,3.724407367,8.32E-08,1.78E-07
FBgn0265643, lncRNA:CR44450,chr2R,4.175884193,0.390207775,0.059809568,0.126568078,2.060312385,0.017249298,0.02368689
FBgn0265644, lncRNA:CR44451,chr2R,7.278053898,-0.095631117,0.484394768,0.631471857,4.58337843,2.22E-05,3.98E-05
FBgn0265645, lncRNA:CR44452,chr2R,32.52407346,-1.340917547,0.000202765,0.000908806,-2.422133072,4.10E-07,8.35E-07
FBgn0265646, lncRNA:CR44453,chr2R,38.73896567,-0.888385581,0.000127357,0.000602658,-2.512941547,3.14E-15,9.90E-15
FBgn0265648, lncRNA:CR44455,chr2R,4541.644382,-0.427324337,1.26E-08,1.34E-07,-1.490225561,8.53E-77,9.42E-76
FBgn0265649, lncRNA:CR44456,chr2R,10.09502182,-0.072169198,0.64116548,0.762362259,-0.142200814,0.739156321,0.779353116
FBgn0265650, lncRNA:CR44457,chr2R,2.46889428,-0.175285564,0.231545398,0.368543282,1.674206957,0.047902701,0.062461219
FBgn0265651, lncRNA:CR44458,chr2R,7.03454732,-0.289919659,0.130714409,0.237611647,1.140136366,0.021295011,0.028950926
FBgn0265652, lncRNA:CR44459,chr2R,2.271405519,0,1,1,1.919493183,0.039060051,0.051491598
FBgn0265653, lncRNA:CR44460,chr2R,124.8699624,-1.446966891,8.94E-18,3.17E-16,-2.077832077,3.98E-31,1.99E-30
FBgn0265654, lncRNA:CR44461,chr2R,35.3950649,0.11483894,0.440278479,0.591662052,-2.168056174,1.43E-10,3.65E-10
FBgn0265655, lncRNA:CR44462,chr2R,2.844041689,0,1,1,4.372665965,0.000119085,0.000201368
FBgn0265656, lncRNA:CR44463,chr2R,6.068549451,-0.648309339,0.01757922,0.045601317,-3.60568575,5.45E-05,9.46E-05
FBgn0265657, lncRNA:CR44464,chr2R,9.254022535,0.085122766,0.56218658,0.697842012,4.841196537,7.53E-07,1.51E-06
FBgn0265658, lncRNA:CR44465,chr2R,11.58438702,0,1,1,6.891065968,4.62E-10,1.14E-09
FBgn0265659, lncRNA:CR44466,chr2R,12.14184691,0.399384265,0.05982858,0.1265822,5.343026819,3.67E-08,8.04E-08
FBgn0265660, lncRNA:CR44467,chr2R,17.47293136,-0.254871618,0.166280369,0.286564883,3.984320996,5.07E-13,1.46E-12
FBgn0265661, lncRNA:CR44468,chr2R,8.372709473,0.142089842,0.330620225,0.482245478,6.459602122,3.13E-09,7.37E-09
FBgn0265662, lncRNA:CR44469,chrX,3.622485972,-0.08885307,0.51749927,0.659274851,0.452846612,0.482966785,0.533129464
FBgn0265663, lncRNA:CR44470,chrX,3.091813169,-0.057149303,0.691810781,0.80165758,1.953670949,0.01630404,0.022455042
FBgn0265664, lncRNA:CR44471,chrX,5.170005523,0.283154281,0.117088618,0.217452217,3.896392681,0.000209862,0.000348095
FBgn0265665, lncRNA:CR44472,chr2R,7.4897953,0.081718035,0.596813486,0.72519046,2.619383449,0.000140428,0.000236244
FBgn0265666, lncRNA:CR44473,chr2R,9.663301943,-0.128816522,0.409946344,0.561810441,3.820617183,3.23E-07,6.62E-07
FBgn0265667, lncRNA:CR44474,chr2R,41.88808518,-0.000225968,0.998813851,1,-0.378592646,0.213828026,0.253883882
FBgn0265668, CG44475,chr2L,2.793766661,0,1,1,4.296774494,0.000151974,0.000254926
FBgn0265669, CG44476,chr2L,7.41348174,-0.033940236,0.816489238,0.894094067,3.847244008,5.08E-06,9.58E-06
FBgn0265670, CG44477,chr2L,6.700978024,0.138605057,0.392411412,0.543416663,1.54004223,0.013250039,0.018427433
FBgn0265671, lncRNA:CR44478,chr2L,10.15047882,-0.222901818,0.206151014,0.337126298,2.886032706,5.01E-06,9.44E-06
FBgn0265672, lncRNA:CR44479,chr2L,6.219246792,0.135925747,0.343038558,0.494675101,5.768603509,3.59E-07,7.34E-07
FBgn0265673, lncRNA:CR44480,chr2L,5.594409103,0.536604713,0.031480951,0.074396936,2.129722608,0.004668694,0.006815691
FBgn0265674, lncRNA:CR44481,chr2L,2.718362237,-0.017899824,0.88919539,0.939978236,2.866890635,0.005676541,0.00823042
FBgn0265675, lncRNA:CR44482,chr2L,8.026570117,0.019837117,0.895709696,0.943091968,1.083308874,0.04296631,0.056366395
FBgn0265676, lncRNA:CR44483,chr2L,70.28561319,-0.224122891,0.097368078,0.187569381,-2.874818077,1.88E-30,9.26E-30
FBgn0265677, lncRNA:CR44484,chr2L,42.80213662,-0.222148372,0.166952342,0.287472569,-1.287103595,4.59E-05,8.01E-05
FBgn0265678, lncRNA:CR44485,chr2L,68.08510278,-1.920078355,2.66E-15,7.24E-14,0.093285328,0.605009512,0.65213796
FBgn0265679, lncRNA:CR44486,chr2L,109.962003,-1.336240581,8.11E-16,2.32E-14,-3.878451365,6.17E-58,5.12E-57
FBgn0265680, lncRNA:CR44487,chr2L,78.65379532,-0.315374574,0.028252975,0.067761746,-1.554816083,2.62E-12,7.29E-12
